	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0677	0.0571	0.0537	0.053	0.0527	0.0505	0.0435	0.0375	0.04	0.0463	0.0478	0.0478	0.0419	0.0564	0.0681	0.0647	0.061	0.0752	0.0748	0.061	0.0652	0.0652	0.0668
-4	0.0625	0.0695	0.0524	0.053	0.047	0.0404	0.0476	0.0416	0.0528	0.0529	0.0406	0.0406	0.0424	0.0566	0.0549	0.0561	0.0607	0.0559	0.0786	0.0875	0.0596	0.0596	0.0705
-3	0.0564	0.058	0.0456	0.0572	0.0601	0.0479	0.031	0.031	0.0367	0.0411	0.0441	0.0441	0.0544	0.0574	0.0387	0.0422	0.0637	0.0772	0.0944	0.12	0.0629	0.0629	0.0658
-2	0.0728	0.0617	0.0548	0.0589	0.0728	0.0538	0.0368	0.0311	0.0377	0.0404	0.0317	0.0317	0.0383	0.0706	0.0485	0.0528	0.0654	0.0779	0.0748	0.0781	0.0609	0.0609	0.067
-1	0.0721	0.0316	0.0324	0.0352	0.0288	0.0839	0.1254	0.1733	0.095	0.0541	0.0362	0.0362	0.0426	0.0407	0.026	0.0222	0.029	0.0257	0.0356	0.0455	0.0594	0.0594	0.0448
1	0.0257	0.1575	0.0882	0.056	0.0629	0.0602	0.0496	0.0327	0.0331	0.0618	0.0402	0.0402	0.0858	0.0445	0.0233	0.0299	0.0499	0.0358	0.0456	0.0735	0.0672	0.0672	0.1225
2	0.0402	0.0417	0.0597	0.0551	0.0722	0.08	0.0723	0.064	0.0599	0.0662	0.0602	0.0602	0.0453	0.0395	0.0401	0.0528	0.0558	0.0439	0.0353	0.0709	0.0737	0.0737	0.0689
3	0.0288	0.0371	0.0345	0.0447	0.0373	0.0504	0.076	0.0846	0.0809	0.056	0.1571	0.1571	0.0927	0.0557	0.0307	0.0507	0.0333	0.0365	0.0274	0.0304	0.0276	0.0276	0.0354
4	0.0436	0.056	0.0464	0.0747	0.0521	0.0561	0.0468	0.0452	0.0481	0.0716	0.0689	0.0689	0.0619	0.0623	0.0587	0.0757	0.0652	0.0499	0.0421	0.0492	0.0371	0.0371	0.0467
5	0.0762	0.0532	0.0533	0.061	0.0596	0.0558	0.0416	0.0375	0.0467	0.0518	0.0627	0.0627	0.0456	0.0593	0.0662	0.084	0.0559	0.0604	0.0422	0.0482	0.0374	0.0374	0.0411
