	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0641	0.0652	0.0668	0.0643	0.0589	0.0502	0.0486	0.0499	0.0494	0.0497	0.0647	0.0647	0.0673	0.0689	0.0577	0.058	0.0628	0.0724	0.0784	0.0761	0.0836	0.0836	0.0787
-4	0.0683	0.0757	0.0677	0.0637	0.0565	0.0618	0.051	0.0449	0.0565	0.0554	0.0579	0.0579	0.0698	0.0649	0.0526	0.0597	0.0669	0.0604	0.0748	0.0736	0.0806	0.0806	0.0687
-3	0.0532	0.0607	0.0629	0.0671	0.061	0.056	0.0467	0.0466	0.0537	0.0534	0.0659	0.0659	0.07	0.0632	0.064	0.0742	0.0782	0.0699	0.0728	0.0646	0.0984	0.0984	0.0828
-2	0.0618	0.0607	0.0578	0.0638	0.0676	0.0619	0.0432	0.0418	0.0512	0.0557	0.0579	0.0579	0.0849	0.0673	0.0572	0.0541	0.0634	0.0745	0.0865	0.0822	0.0691	0.0691	0.0759
-1	0.0641	0.082	0.0631	0.0633	0.0674	0.0609	0.0355	0.0402	0.0509	0.0557	0.0466	0.0466	0.0783	0.0675	0.0453	0.0475	0.0693	0.0681	0.0978	0.0881	0.0867	0.0867	0.1159
1	0.0739	0.0906	0.0612	0.0605	0.0602	0.0605	0.0462	0.0413	0.051	0.0609	0.046	0.046	0.0718	0.0611	0.0504	0.0658	0.064	0.0696	0.0725	0.0738	0.0941	0.0941	0.0709
2	0.0644	0.0599	0.054	0.0587	0.0617	0.065	0.0498	0.0443	0.0515	0.0539	0.0651	0.0651	0.097	0.0634	0.057	0.0488	0.0555	0.0608	0.0918	0.0828	0.1085	0.1085	0.074
3	0.0698	0.0604	0.0561	0.061	0.0627	0.0643	0.052	0.0444	0.0475	0.0578	0.0672	0.0672	0.0948	0.0581	0.0579	0.0576	0.0611	0.0626	0.0722	0.0805	0.0767	0.0767	0.0812
4	0.0748	0.0653	0.0619	0.0617	0.0681	0.0612	0.046	0.0464	0.0519	0.0561	0.0694	0.0694	0.0733	0.0636	0.0545	0.0542	0.0584	0.0599	0.0868	0.0777	0.095	0.095	0.0849
5	0.0654	0.0661	0.0505	0.0584	0.0657	0.0691	0.0495	0.0512	0.056	0.058	0.066	0.066	0.0713	0.0623	0.0528	0.0581	0.0678	0.0646	0.0789	0.0813	0.0778	0.0778	0.0881
