	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0606	0.0674	0.0561	0.0521	0.0506	0.0427	0.0486	0.0546	0.0602	0.0533	0.0578	0.0578	0.0643	0.0533	0.0553	0.0566	0.0572	0.0604	0.0527	0.0482	0.0516	0.0516	0.0596
-4	0.0609	0.0689	0.061	0.0533	0.0413	0.0406	0.0437	0.0611	0.0576	0.0537	0.0658	0.0658	0.0637	0.0503	0.0477	0.056	0.0569	0.0514	0.0489	0.0705	0.048	0.048	0.0679
-3	0.0651	0.0577	0.0534	0.0514	0.0553	0.0514	0.0535	0.05	0.0559	0.0546	0.0568	0.0568	0.0555	0.0577	0.0533	0.052	0.0545	0.0667	0.0542	0.0526	0.0502	0.0502	0.061
-2	0.0495	0.0636	0.0507	0.0572	0.0547	0.053	0.0546	0.0589	0.0595	0.0477	0.0518	0.0518	0.0559	0.0603	0.0531	0.0601	0.0556	0.0664	0.0501	0.0543	0.0395	0.0395	0.0545
-1	0.0656	0.0612	0.0618	0.0569	0.0544	0.0512	0.0527	0.0586	0.0582	0.0542	0.0691	0.0691	0.0497	0.0679	0.0318	0.0356	0.0474	0.0544	0.0708	0.0553	0.0539	0.0539	0.084
1	0.0211	0.0357	0.0569	0.0545	0.0423	0.0537	0.0791	0.0995	0.0878	0.0885	0.0805	0.0805	0.0763	0.0723	0.0302	0.0482	0.0541	0.0314	0.0155	0.0269	0.0184	0.0184	0.0568
2	0.0579	0.0483	0.0514	0.0482	0.0591	0.0562	0.0457	0.0485	0.0515	0.0566	0.058	0.058	0.0665	0.046	0.0717	0.084	0.0594	0.068	0.0318	0.0396	0.0258	0.0258	0.0457
3	0.042	0.0474	0.0429	0.0631	0.0528	0.0566	0.0646	0.094	0.0705	0.0737	0.0652	0.0652	0.0553	0.0595	0.0448	0.066	0.0537	0.0549	0.0298	0.0263	0.0143	0.0143	0.0287
4	0.042	0.0584	0.0507	0.0566	0.0531	0.0487	0.0476	0.0505	0.05	0.0651	0.0583	0.0583	0.0563	0.0637	0.0689	0.0727	0.0639	0.0545	0.0443	0.0513	0.0305	0.0305	0.0511
5	0.0679	0.0614	0.0553	0.0603	0.0571	0.056	0.049	0.0531	0.0566	0.0546	0.0568	0.0568	0.0557	0.0556	0.0612	0.066	0.0505	0.0544	0.0442	0.0446	0.0321	0.0321	0.0386
