	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0567	0.0587	0.0646	0.0582	0.0498	0.0474	0.0457	0.0404	0.0409	0.0453	0.0766	0.0766	0.0579	0.0628	0.0744	0.08	0.0568	0.0571	0.0426	0.0422	0.0431	0.0431	0.053
-4	0.0581	0.0581	0.0658	0.0562	0.0464	0.046	0.0443	0.0398	0.045	0.0527	0.0647	0.0647	0.0572	0.0628	0.0777	0.0825	0.0604	0.0513	0.0429	0.0443	0.0403	0.0403	0.0504
-3	0.0484	0.0525	0.0565	0.047	0.0542	0.0506	0.0437	0.046	0.0429	0.0456	0.0654	0.0654	0.0641	0.0808	0.075	0.0829	0.0533	0.0585	0.0399	0.0398	0.0377	0.0377	0.0472
-2	0.0657	0.0597	0.0602	0.0549	0.0614	0.0502	0.0405	0.04	0.0441	0.0439	0.0447	0.0447	0.0415	0.0687	0.0801	0.0906	0.0581	0.0688	0.0401	0.0416	0.0363	0.0363	0.0396
-1	0.0539	0.0389	0.0594	0.0434	0.0511	0.0464	0.051	0.0521	0.0532	0.0458	0.0627	0.0627	0.0492	0.0635	0.045	0.0448	0.0519	0.1126	0.0748	0.0436	0.0413	0.0413	0.0482
1	0.0376	0.0355	0.0896	0.0609	0.0541	0.0634	0.0953	0.0531	0.0434	0.054	0.0902	0.0902	0.0556	0.0596	0.0454	0.0535	0.0509	0.047	0.0349	0.0369	0.044	0.044	0.0572
2	0.041	0.035	0.0554	0.0585	0.0442	0.0507	0.0718	0.0612	0.0788	0.07	0.0577	0.0577	0.0679	0.0548	0.0449	0.0469	0.0494	0.0495	0.0453	0.0755	0.0763	0.0763	0.111
3	0.0344	0.0352	0.0423	0.0536	0.0334	0.0413	0.0811	0.0906	0.0865	0.0876	0.0766	0.0766	0.0796	0.0642	0.0409	0.0436	0.0411	0.042	0.0398	0.0398	0.0444	0.0444	0.0508
4	0.0418	0.0345	0.0477	0.0536	0.0311	0.0377	0.0697	0.0559	0.0547	0.0546	0.1511	0.1511	0.08	0.066	0.0413	0.0448	0.0448	0.0417	0.0491	0.0536	0.0609	0.0609	0.0797
5	0.0586	0.0389	0.0375	0.0658	0.0343	0.037	0.0569	0.083	0.0672	0.0602	0.2031	0.2031	0.0633	0.0572	0.0346	0.0407	0.0332	0.0326	0.0312	0.0305	0.0381	0.0381	0.0363
