	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0586	0.0566	0.0561	0.0509	0.0512	0.0475	0.051	0.0545	0.0572	0.0561	0.0598	0.0598	0.0632	0.0533	0.0536	0.0544	0.0528	0.0558	0.0619	0.0565	0.0507	0.0507	0.0596
-4	0.0622	0.0617	0.0573	0.0626	0.0511	0.0453	0.0478	0.0535	0.0562	0.0501	0.0645	0.0645	0.0627	0.0482	0.0465	0.0463	0.0578	0.0498	0.0711	0.0682	0.0554	0.0554	0.0603
-3	0.0522	0.0447	0.0424	0.0537	0.0472	0.1038	0.0533	0.0624	0.0542	0.0473	0.0689	0.0689	0.0727	0.0485	0.033	0.0361	0.0418	0.0501	0.0669	0.0747	0.0452	0.0452	0.0561
-2	0.0788	0.0516	0.0613	0.0556	0.0612	0.0463	0.0528	0.0517	0.0587	0.0432	0.0432	0.0432	0.0439	0.0481	0.0458	0.0472	0.0595	0.0582	0.0703	0.0782	0.0614	0.0614	0.0605
-1	0.0356	0.0296	0.0396	0.0463	0.0382	0.052	0.0599	0.0955	0.0806	0.0446	0.0492	0.0492	0.0399	0.0373	0.0285	0.0308	0.0354	0.0873	0.1315	0.0844	0.1147	0.1147	0.1231
1	0.0283	0.0454	0.0731	0.0567	0.0421	0.0411	0.0768	0.0537	0.0434	0.0588	0.0406	0.0406	0.0527	0.035	0.0263	0.0281	0.0567	0.0333	0.0728	0.1919	0.0964	0.0964	0.1037
2	0.042	0.0313	0.0409	0.0525	0.042	0.0436	0.0554	0.0529	0.046	0.0478	0.0633	0.0633	0.082	0.0433	0.0293	0.0346	0.0443	0.0604	0.1139	0.1269	0.1649	0.1649	0.4576
3	0.0834	0.0386	0.0462	0.0628	0.038	0.0407	0.0884	0.1114	0.0748	0.0626	0.0675	0.0675	0.0804	0.0463	0.0292	0.0327	0.0393	0.0385	0.0415	0.0405	0.051	0.051	0.0711
4	0.0696	0.0551	0.0457	0.0555	0.0498	0.049	0.0467	0.0462	0.0477	0.0513	0.0542	0.0542	0.0976	0.0592	0.0377	0.0425	0.0505	0.0491	0.0638	0.0845	0.0682	0.0682	0.0974
5	0.0799	0.061	0.0544	0.0661	0.0525	0.0512	0.0488	0.0502	0.0559	0.0521	0.0696	0.0696	0.0624	0.0519	0.0372	0.0404	0.0456	0.0501	0.0653	0.0715	0.0628	0.0628	0.0736
