	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0616	0.0671	0.0586	0.0553	0.0465	0.0444	0.0458	0.0596	0.0605	0.0625	0.0593	0.0593	0.0618	0.0552	0.0477	0.048	0.0537	0.0541	0.0622	0.0517	0.0474	0.0474	0.0482
-4	0.0612	0.0707	0.0615	0.0577	0.044	0.0352	0.0441	0.0513	0.0552	0.0516	0.0575	0.0575	0.0607	0.0507	0.04	0.0427	0.0588	0.0493	0.0632	0.1023	0.0505	0.0505	0.0872
-3	0.0575	0.0605	0.0449	0.0523	0.0521	0.049	0.0432	0.0423	0.0473	0.0497	0.0495	0.0495	0.0516	0.0501	0.0351	0.0374	0.0465	0.059	0.1066	0.1175	0.0713	0.0713	0.0945
-2	0.0722	0.063	0.0633	0.0532	0.0571	0.05	0.072	0.061	0.0497	0.0372	0.0357	0.0357	0.0398	0.0568	0.0315	0.0364	0.0561	0.0561	0.0663	0.0959	0.0723	0.0723	0.0713
-1	0.0251	0.0189	0.033	0.0388	0.024	0.05	0.1057	0.1728	0.1367	0.0628	0.0488	0.0488	0.0252	0.0431	0.015	0.0173	0.0369	0.0318	0.0465	0.1064	0.1143	0.1143	0.0586
1	0.0064	0.0288	0.0664	0.0558	0.0511	0.0458	0.0654	0.0854	0.0696	0.0977	0.0575	0.0575	0.0802	0.0506	0.019	0.0273	0.0684	0.0212	0.0313	0.1279	0.0605	0.0605	0.2555
2	0.0334	0.0247	0.049	0.0585	0.0605	0.065	0.0673	0.0716	0.0758	0.0536	0.0889	0.0889	0.0963	0.0421	0.0498	0.0618	0.0416	0.0562	0.0263	0.0361	0.0879	0.0879	0.1447
3	0.0483	0.0327	0.039	0.0591	0.0357	0.0426	0.0948	0.127	0.0866	0.0722	0.1081	0.1081	0.0792	0.0412	0.0264	0.0845	0.0261	0.0316	0.0133	0.0107	0.0121	0.0121	0.0434
4	0.0539	0.0564	0.0456	0.0618	0.048	0.0428	0.0481	0.0489	0.0521	0.0679	0.0769	0.0769	0.0861	0.0735	0.0681	0.0748	0.0536	0.0409	0.0318	0.0305	0.0257	0.0257	0.0366
5	0.064	0.0478	0.0561	0.05	0.0562	0.0474	0.0519	0.0448	0.0561	0.0508	0.067	0.067	0.0755	0.064	0.0591	0.0668	0.0541	0.039	0.0517	0.0478	0.0354	0.0354	0.0385
