	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0807	0.0769	0.0612	0.0494	0.0566	0.0503	0.0406	0.0305	0.039	0.0437	0.0402	0.0402	0.0419	0.0651	0.0791	0.093	0.0553	0.0561	0.0471	0.0428	0.0387	0.0387	0.0417
-4	0.0846	0.0793	0.0514	0.0562	0.0487	0.0477	0.0361	0.0349	0.0323	0.0518	0.0404	0.0404	0.0377	0.0715	0.0891	0.1053	0.0561	0.0547	0.0382	0.0402	0.034	0.034	0.034
-3	0.0637	0.0606	0.0521	0.0638	0.0538	0.0503	0.0307	0.0262	0.0259	0.0297	0.0627	0.0627	0.0613	0.1014	0.0799	0.1087	0.0509	0.072	0.0384	0.0315	0.0259	0.0259	0.0341
-2	0.0863	0.0663	0.0538	0.0549	0.0672	0.0573	0.0207	0.0176	0.0249	0.0332	0.0199	0.0199	0.0213	0.088	0.1027	0.1129	0.0612	0.0922	0.0393	0.0353	0.0271	0.0271	0.0263
-1	0.0871	0.0343	0.0668	0.0684	0.055	0.0619	0.0466	0.0488	0.046	0.033	0.0287	0.0287	0.0243	0.0634	0.0363	0.0364	0.046	0.1512	0.1018	0.0324	0.0392	0.0392	0.0263
1	0.0414	0.0201	0.1294	0.1035	0.058	0.0854	0.1551	0.0627	0.0335	0.0621	0.0503	0.0503	0.0284	0.0496	0.0499	0.0769	0.0457	0.0279	0.0123	0.0115	0.0388	0.0388	0.0378
2	0.0364	0.0206	0.0434	0.0493	0.0634	0.0656	0.0733	0.06	0.079	0.0723	0.041	0.041	0.069	0.0511	0.0382	0.0458	0.0518	0.0574	0.0395	0.0924	0.0896	0.0896	0.1152
3	0.017	0.0164	0.0283	0.0733	0.0257	0.055	0.1083	0.1832	0.1077	0.1163	0.0764	0.0764	0.0875	0.0501	0.0194	0.0272	0.028	0.0203	0.0172	0.0157	0.0278	0.0278	0.0244
4	0.0213	0.0207	0.0254	0.0501	0.0389	0.0475	0.0568	0.0605	0.0473	0.0458	0.1143	0.1143	0.0976	0.0908	0.0311	0.0489	0.0569	0.0581	0.0627	0.0755	0.1038	0.1038	0.12
5	0.0534	0.0351	0.0282	0.0458	0.0325	0.0382	0.0977	0.1352	0.0776	0.0601	0.1271	0.1271	0.0687	0.0454	0.0337	0.0478	0.0311	0.0415	0.0247	0.0218	0.0342	0.0342	0.0211
