	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0675	0.064	0.059	0.0511	0.0476	0.0422	0.0455	0.0514	0.0546	0.0543	0.0558	0.0558	0.0535	0.0547	0.0642	0.0673	0.0526	0.0605	0.0561	0.0493	0.0529	0.0529	0.059
-4	0.0717	0.0705	0.0684	0.0599	0.0431	0.0358	0.0446	0.0454	0.053	0.051	0.0567	0.0567	0.0515	0.0489	0.0531	0.0725	0.0607	0.049	0.0564	0.0678	0.0505	0.0505	0.0648
-3	0.0611	0.0587	0.0517	0.0509	0.0585	0.0546	0.0407	0.0379	0.045	0.0501	0.0583	0.0583	0.0481	0.0551	0.0575	0.0659	0.0505	0.0667	0.0606	0.079	0.0463	0.0463	0.0635
-2	0.0617	0.0592	0.0607	0.0523	0.063	0.0588	0.0516	0.0598	0.0508	0.0484	0.0407	0.0407	0.04	0.0653	0.0554	0.066	0.0578	0.0529	0.0511	0.0569	0.0464	0.0464	0.0589
-1	0.0587	0.0194	0.0542	0.056	0.0355	0.0506	0.0851	0.1234	0.0913	0.0501	0.06	0.06	0.034	0.0569	0.0196	0.0192	0.0372	0.0727	0.079	0.0531	0.0439	0.0439	0.2019
1	0.0164	0.0275	0.0774	0.0615	0.0516	0.0526	0.0792	0.0886	0.0691	0.1174	0.0577	0.0577	0.0521	0.064	0.0221	0.0293	0.0637	0.0262	0.026	0.0789	0.0634	0.0634	0.0751
2	0.0519	0.0224	0.0439	0.0529	0.0431	0.0379	0.0591	0.0653	0.0802	0.0788	0.0645	0.0645	0.1256	0.0423	0.0546	0.0811	0.0473	0.0465	0.0159	0.0396	0.023	0.023	0.0564
3	0.0265	0.0247	0.0292	0.0889	0.0292	0.0474	0.128	0.1709	0.0679	0.0986	0.0859	0.0859	0.0955	0.0633	0.0223	0.0371	0.023	0.0276	0.0115	0.0114	0.0094	0.0094	0.019
4	0.0521	0.0447	0.0421	0.0551	0.0485	0.0468	0.0554	0.0552	0.0503	0.0644	0.0746	0.0746	0.0756	0.065	0.0546	0.0728	0.0618	0.0475	0.0401	0.0484	0.0225	0.0225	0.0574
5	0.0855	0.043	0.0455	0.0603	0.0392	0.0541	0.0538	0.0793	0.0863	0.0766	0.1215	0.1215	0.0657	0.0448	0.0367	0.0489	0.0334	0.0387	0.0245	0.0226	0.0181	0.0181	0.0172
