	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0526	0.0544	0.0503	0.0404	0.0467	0.0421	0.0527	0.0531	0.0615	0.0515	0.0596	0.0596	0.0639	0.0519	0.0581	0.0562	0.0626	0.0627	0.0641	0.0559	0.0564	0.0564	0.0695
-4	0.0669	0.0637	0.0555	0.0488	0.0401	0.037	0.0475	0.0504	0.0597	0.0484	0.066	0.066	0.0632	0.0485	0.0517	0.05	0.0662	0.0469	0.0681	0.07	0.0525	0.0525	0.0623
-3	0.0665	0.0499	0.0476	0.0488	0.0513	0.0469	0.0516	0.0525	0.0565	0.0485	0.0729	0.0729	0.0791	0.0581	0.035	0.0373	0.0464	0.0575	0.068	0.0744	0.0475	0.0475	0.0629
-2	0.0739	0.0684	0.0646	0.0554	0.0723	0.051	0.0507	0.0484	0.0508	0.0383	0.0376	0.0376	0.0397	0.0493	0.0526	0.0503	0.0626	0.0583	0.0606	0.0706	0.0472	0.0472	0.052
-1	0.0242	0.0124	0.0369	0.0356	0.0289	0.0538	0.0687	0.1159	0.1081	0.0528	0.0662	0.0662	0.045	0.0424	0.0147	0.0161	0.0235	0.1006	0.1235	0.0665	0.0878	0.0878	0.094
1	0.0108	0.0317	0.1031	0.0589	0.0519	0.0482	0.1015	0.093	0.0457	0.0821	0.0375	0.0375	0.0678	0.0314	0.0118	0.014	0.0679	0.0213	0.0504	0.1296	0.1055	0.1055	0.0866
2	0.0477	0.023	0.0544	0.0605	0.0545	0.0569	0.0869	0.0754	0.058	0.052	0.0636	0.0636	0.0805	0.0427	0.0325	0.0427	0.0546	0.0528	0.0561	0.0658	0.1081	0.1081	0.1878
3	0.0499	0.0319	0.0455	0.0696	0.0384	0.0471	0.1084	0.121	0.0763	0.0664	0.076	0.076	0.0825	0.0774	0.0161	0.0233	0.0472	0.0406	0.0284	0.0237	0.0244	0.0244	0.0399
4	0.0719	0.0574	0.0501	0.0557	0.0522	0.0521	0.0506	0.0429	0.046	0.0594	0.059	0.059	0.0836	0.0655	0.0413	0.0464	0.0592	0.0448	0.0598	0.0578	0.057	0.057	0.0612
5	0.0827	0.0582	0.0609	0.0643	0.054	0.0521	0.0487	0.0453	0.0602	0.0562	0.0628	0.0628	0.0581	0.0521	0.0436	0.0434	0.0522	0.0476	0.0628	0.059	0.0364	0.0364	0.049
