	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0652	0.0631	0.0568	0.0492	0.0481	0.0433	0.0467	0.0463	0.0518	0.0502	0.0552	0.0552	0.0556	0.0513	0.0501	0.0492	0.0543	0.0539	0.0835	0.0753	0.073	0.073	0.0735
-4	0.0736	0.0648	0.0598	0.0554	0.0452	0.0407	0.0456	0.0442	0.0504	0.0436	0.0554	0.0554	0.0541	0.0403	0.0345	0.0413	0.06	0.0502	0.0912	0.1052	0.0789	0.0789	0.0846
-3	0.0538	0.0506	0.0437	0.0557	0.0525	0.0439	0.036	0.0356	0.0373	0.0405	0.0446	0.0446	0.0465	0.0452	0.0261	0.0311	0.0536	0.0699	0.1335	0.1554	0.0878	0.0878	0.0949
-2	0.0796	0.0765	0.0579	0.0624	0.0686	0.043	0.044	0.0398	0.0398	0.0371	0.0269	0.0269	0.0337	0.0428	0.0286	0.034	0.0667	0.0743	0.0985	0.1082	0.1069	0.1069	0.0762
-1	0.0666	0.026	0.0345	0.05	0.0245	0.0739	0.1638	0.1878	0.098	0.0448	0.0491	0.0491	0.0276	0.0233	0.0123	0.0126	0.0289	0.0183	0.0482	0.0599	0.2319	0.2319	0.0746
1	0.0162	0.1939	0.0931	0.055	0.0562	0.0497	0.0519	0.0478	0.0353	0.0551	0.0365	0.0365	0.0756	0.0295	0.0128	0.0173	0.0503	0.028	0.0514	0.0993	0.0911	0.0911	0.1917
2	0.0408	0.0405	0.0596	0.0785	0.0733	0.0772	0.071	0.0587	0.0567	0.0584	0.0601	0.0601	0.0598	0.0286	0.0339	0.0439	0.0528	0.0448	0.0423	0.0977	0.1196	0.1196	0.1087
3	0.0317	0.0523	0.0303	0.0633	0.0349	0.0511	0.0778	0.0956	0.0772	0.0497	0.1861	0.1861	0.0913	0.0406	0.0221	0.0405	0.0299	0.0253	0.0303	0.0334	0.0348	0.0348	0.0494
4	0.0525	0.0574	0.0476	0.0562	0.0543	0.0478	0.049	0.0408	0.0507	0.0579	0.0683	0.0683	0.0769	0.05	0.0623	0.0634	0.0635	0.045	0.0567	0.0558	0.043	0.043	0.0686
5	0.082	0.0574	0.0502	0.0517	0.0573	0.0553	0.0401	0.0399	0.0511	0.0477	0.0647	0.0647	0.0631	0.0559	0.0576	0.0677	0.045	0.0574	0.0548	0.0528	0.0381	0.0381	0.0619
