	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0598	0.0674	0.054	0.055	0.0464	0.0434	0.0472	0.0531	0.0527	0.0567	0.0567	0.0567	0.066	0.059	0.0483	0.0491	0.0543	0.0581	0.0652	0.0626	0.0538	0.0538	0.0708
-4	0.0541	0.0653	0.0614	0.0646	0.0466	0.0372	0.0433	0.0469	0.0501	0.0468	0.0595	0.0595	0.0613	0.0483	0.0397	0.0454	0.062	0.0533	0.0821	0.0966	0.0548	0.0548	0.0763
-3	0.0515	0.0499	0.0373	0.0683	0.0532	0.0465	0.0404	0.0471	0.0362	0.0463	0.0791	0.0791	0.0798	0.0575	0.0293	0.0382	0.0452	0.0593	0.0827	0.1205	0.0579	0.0579	0.0745
-2	0.0777	0.0641	0.0641	0.0547	0.0635	0.0481	0.0526	0.0408	0.044	0.0311	0.0393	0.0393	0.0432	0.0474	0.0381	0.0432	0.0617	0.0678	0.0748	0.0984	0.0699	0.0699	0.0905
-1	0.0217	0.0134	0.0252	0.0302	0.0234	0.0641	0.0615	0.1613	0.0854	0.0388	0.0475	0.0475	0.0385	0.0374	0.0138	0.016	0.0223	0.1067	0.1102	0.1126	0.1763	0.1763	0.1461
1	0.0163	0.0398	0.081	0.0533	0.0472	0.0414	0.0943	0.0934	0.0452	0.076	0.0432	0.0432	0.0736	0.0346	0.0148	0.0176	0.0594	0.0213	0.0544	0.1464	0.1078	0.1078	0.2602
2	0.0435	0.0233	0.043	0.0577	0.0492	0.0475	0.0508	0.0491	0.0495	0.0437	0.0765	0.0765	0.1175	0.0465	0.0281	0.0402	0.0457	0.0611	0.0826	0.1022	0.125	0.125	0.3912
3	0.0617	0.0317	0.042	0.0582	0.027	0.0337	0.1168	0.1614	0.0949	0.0681	0.0902	0.0902	0.0886	0.0455	0.0178	0.0252	0.031	0.0251	0.02	0.0192	0.0243	0.0243	0.0642
4	0.0774	0.0714	0.045	0.0561	0.0457	0.0442	0.045	0.0476	0.0432	0.0524	0.068	0.068	0.0919	0.0616	0.0429	0.0582	0.0518	0.0466	0.0506	0.0565	0.0565	0.0565	0.0677
5	0.0954	0.0599	0.0616	0.047	0.0524	0.0533	0.0358	0.0343	0.0401	0.0475	0.0519	0.0519	0.0518	0.0611	0.0532	0.0631	0.0499	0.0483	0.0659	0.0747	0.0609	0.0609	0.0775
