	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0784	0.0795	0.0669	0.0662	0.0561	0.0504	0.0482	0.0489	0.0451	0.0452	0.0536	0.0536	0.0417	0.0649	0.0647	0.059	0.0725	0.0665	0.0823	0.0826	0.0621	0.0621	0.0624
-4	0.0774	0.0837	0.0645	0.0601	0.056	0.0568	0.0455	0.0401	0.0357	0.0475	0.0454	0.0454	0.0379	0.0556	0.0566	0.0536	0.0746	0.0731	0.1133	0.0954	0.0715	0.0715	0.059
-3	0.0724	0.0709	0.0624	0.068	0.0622	0.058	0.0357	0.0346	0.0334	0.0374	0.0554	0.0554	0.0481	0.0623	0.0393	0.04	0.0742	0.0781	0.1153	0.1405	0.0841	0.0841	0.0768
-2	0.1088	0.0842	0.0646	0.0557	0.0666	0.0544	0.039	0.0322	0.0392	0.0376	0.0337	0.0337	0.0277	0.0499	0.0433	0.0378	0.0743	0.0778	0.1259	0.1243	0.0875	0.0875	0.0752
-1	0.0332	0.0237	0.0319	0.0432	0.0359	0.0592	0.0904	0.236	0.153	0.0876	0.0627	0.0627	0.0288	0.0484	0.0213	0.0169	0.0321	0.0399	0.0424	0.0518	0.1157	0.1157	0.1076
1	0.0159	0.0798	0.0984	0.0842	0.0763	0.0869	0.0983	0.0613	0.0277	0.0493	0.029	0.029	0.0518	0.0384	0.0109	0.013	0.0612	0.0337	0.1729	0.1584	0.246	0.246	0.0781
2	0.0583	0.0453	0.0716	0.0648	0.0881	0.1025	0.0632	0.0489	0.0452	0.0493	0.071	0.071	0.0663	0.0674	0.053	0.0714	0.0726	0.0811	0.0638	0.0717	0.1382	0.1382	0.1045
3	0.0567	0.0587	0.0543	0.0567	0.067	0.0505	0.0562	0.0567	0.0699	0.0776	0.0953	0.0953	0.1026	0.0862	0.0391	0.0632	0.0586	0.0777	0.0255	0.0216	0.0254	0.0254	0.0323
4	0.1019	0.0738	0.0522	0.0641	0.0605	0.0679	0.0521	0.0522	0.0551	0.0605	0.0641	0.0641	0.0562	0.0669	0.0616	0.0707	0.0588	0.0658	0.0582	0.0498	0.0387	0.0387	0.0372
5	0.0768	0.0715	0.049	0.0609	0.056	0.0626	0.049	0.0475	0.0563	0.055	0.079	0.079	0.0814	0.0688	0.0658	0.0754	0.0672	0.0688	0.0454	0.0432	0.0277	0.0277	0.0387
