	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.059	0.0608	0.0528	0.062	0.0824	0.0477	0.0439	0.0528	0.0566	0.0523	0.0633	0.0633	0.0815	0.071	0.0608	0.0584	0.061	0.0642	0.0778	0.0836	0.0907	0.0907	0.0919
-4	0.0569	0.0662	0.0559	0.0718	0.0671	0.0569	0.0475	0.0472	0.055	0.0571	0.066	0.066	0.0785	0.0627	0.054	0.0557	0.0737	0.0623	0.0828	0.0786	0.0951	0.0951	0.0853
-3	0.0664	0.0643	0.053	0.0682	0.0724	0.0616	0.0502	0.045	0.0581	0.0527	0.0583	0.0583	0.0925	0.063	0.057	0.061	0.0745	0.0631	0.0747	0.0662	0.0959	0.0959	0.1024
-2	0.1082	0.0731	0.0964	0.1118	0.1027	0.0762	0.0474	0.0443	0.045	0.0516	0.0477	0.0477	0.0584	0.0564	0.0517	0.0511	0.0539	0.0631	0.0741	0.0775	0.0843	0.0843	0.102
-1	0.0609	0.0607	0.0475	0.0655	0.0859	0.0622	0.0647	0.0586	0.0555	0.0496	0.0392	0.0392	0.06	0.0586	0.0512	0.0465	0.0615	0.0641	0.099	0.1225	0.1077	0.1077	0.1068
1	0.0578	0.0652	0.0558	0.063	0.0694	0.0559	0.0462	0.0487	0.0528	0.0736	0.0561	0.0561	0.0884	0.0749	0.0491	0.0514	0.0616	0.0686	0.0797	0.0702	0.0886	0.0886	0.0766
2	0.0687	0.0575	0.0426	0.0504	0.0909	0.0608	0.0442	0.044	0.0539	0.0551	0.0804	0.0804	0.0791	0.0639	0.0586	0.0532	0.0623	0.064	0.0989	0.0734	0.0943	0.0943	0.0852
3	0.0613	0.0635	0.05	0.0602	0.0748	0.0642	0.0479	0.0539	0.0488	0.0643	0.0619	0.0619	0.0815	0.0643	0.0506	0.0562	0.0639	0.063	0.0811	0.0879	0.0836	0.0836	0.0879
4	0.0726	0.0726	0.0542	0.0568	0.0736	0.0523	0.0449	0.056	0.0567	0.0569	0.0562	0.0562	0.0734	0.0732	0.0557	0.0512	0.0616	0.0613	0.0813	0.0722	0.0697	0.0697	0.0711
5	0.0561	0.0685	0.0448	0.0564	0.056	0.063	0.0467	0.0528	0.0524	0.0546	0.0606	0.0606	0.0916	0.0676	0.049	0.0539	0.062	0.0647	0.0949	0.0797	0.0633	0.0633	0.082
