	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0689	0.0726	0.0647	0.0501	0.0537	0.0517	0.0488	0.0488	0.049	0.0512	0.0482	0.0482	0.0495	0.055	0.0602	0.0621	0.0535	0.0584	0.0551	0.0485	0.0484	0.0484	0.0498
-4	0.066	0.0753	0.0675	0.0566	0.0499	0.0402	0.0477	0.0459	0.0553	0.0475	0.0488	0.0488	0.054	0.0493	0.058	0.0546	0.0617	0.0519	0.0605	0.0658	0.0478	0.0478	0.0606
-3	0.0681	0.0668	0.0496	0.055	0.0647	0.0595	0.0458	0.0404	0.048	0.046	0.0518	0.0518	0.0542	0.0607	0.0538	0.0604	0.0508	0.0667	0.0552	0.0576	0.0487	0.0487	0.0638
-2	0.0719	0.0669	0.0587	0.0562	0.0655	0.0567	0.0504	0.0443	0.0484	0.0407	0.041	0.041	0.043	0.0596	0.0563	0.0611	0.0643	0.0611	0.049	0.061	0.0477	0.0477	0.057
-1	0.0804	0.0464	0.0579	0.0523	0.0541	0.0504	0.0542	0.0617	0.0737	0.0541	0.049	0.049	0.0423	0.0672	0.0329	0.0296	0.0536	0.0715	0.0604	0.0607	0.0471	0.0471	0.0967
1	0.0248	0.0387	0.0778	0.0561	0.0701	0.0696	0.079	0.0741	0.0762	0.0756	0.0591	0.0591	0.0611	0.0594	0.0278	0.0361	0.0607	0.0306	0.0268	0.0526	0.0446	0.0446	0.0586
2	0.0502	0.0322	0.0424	0.0454	0.0561	0.0521	0.0601	0.0535	0.0781	0.0652	0.0663	0.0663	0.0831	0.053	0.0721	0.0728	0.0522	0.058	0.022	0.0304	0.0249	0.0249	0.0359
3	0.0296	0.0401	0.0394	0.0644	0.0441	0.0512	0.0708	0.0872	0.0826	0.0741	0.0918	0.0918	0.0983	0.0927	0.0477	0.0596	0.0371	0.0323	0.0117	0.0097	0.009	0.009	0.017
4	0.054	0.0608	0.0533	0.0566	0.0544	0.0483	0.0549	0.0481	0.051	0.0593	0.0662	0.0662	0.0549	0.0629	0.0703	0.0728	0.0631	0.0489	0.0339	0.0429	0.017	0.017	0.0294
5	0.0914	0.0612	0.0517	0.0528	0.0664	0.0496	0.0346	0.0431	0.0462	0.0485	0.0817	0.0817	0.0643	0.0516	0.0721	0.0692	0.0532	0.0545	0.0324	0.0284	0.0199	0.0199	0.0227
