	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0571	0.0577	0.0583	0.0506	0.0463	0.0425	0.0492	0.0566	0.0571	0.0596	0.059	0.059	0.0683	0.0484	0.0447	0.0423	0.0608	0.0607	0.0707	0.0606	0.0618	0.0618	0.0674
-4	0.055	0.0635	0.0603	0.0577	0.04	0.0372	0.0446	0.0512	0.0689	0.0551	0.08	0.08	0.0696	0.0356	0.0323	0.0334	0.0659	0.0456	0.072	0.0895	0.0633	0.0633	0.0806
-3	0.069	0.0521	0.0427	0.0534	0.0503	0.0457	0.0387	0.0446	0.0464	0.0551	0.0605	0.0605	0.0639	0.039	0.0237	0.025	0.051	0.0606	0.0984	0.1331	0.0688	0.0688	0.083
-2	0.0635	0.0666	0.0568	0.0783	0.0645	0.0536	0.0567	0.0584	0.0552	0.0353	0.0449	0.0449	0.0543	0.0429	0.0272	0.0291	0.0575	0.0632	0.0799	0.0906	0.0744	0.0744	0.0666
-1	0.0439	0.0247	0.032	0.043	0.0229	0.0677	0.126	0.1911	0.1158	0.0546	0.0707	0.0707	0.0451	0.0281	0.0116	0.0111	0.0257	0.0212	0.0466	0.0612	0.1234	0.1234	0.0753
1	0.0126	0.1303	0.0938	0.0527	0.0583	0.0442	0.0721	0.064	0.0457	0.0579	0.0421	0.0421	0.0658	0.0448	0.0122	0.0172	0.0612	0.0349	0.052	0.091	0.0515	0.0515	0.0757
2	0.0506	0.0391	0.0531	0.0709	0.073	0.0741	0.0666	0.063	0.0447	0.052	0.0623	0.0623	0.0676	0.0341	0.0379	0.0511	0.0535	0.0524	0.0373	0.0875	0.0934	0.0934	0.1097
3	0.0355	0.0367	0.0274	0.0494	0.0282	0.0328	0.0776	0.146	0.0819	0.0498	0.1785	0.1785	0.1229	0.0378	0.0246	0.0541	0.0195	0.0193	0.0132	0.0144	0.0135	0.0135	0.022
4	0.0589	0.0513	0.0442	0.0585	0.0541	0.0473	0.0457	0.0499	0.0506	0.0607	0.0597	0.0597	0.0896	0.0678	0.0692	0.0764	0.0631	0.0446	0.0323	0.0346	0.0214	0.0214	0.0498
5	0.0711	0.0555	0.0518	0.0608	0.0586	0.0561	0.0496	0.0531	0.0578	0.0471	0.0822	0.0822	0.0835	0.0549	0.067	0.0735	0.0432	0.0366	0.0297	0.0286	0.0242	0.0242	0.027
