	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0537	0.0646	0.042	0.0687	0.0535	0.053	0.0473	0.0538	0.0499	0.0527	0.0656	0.0656	0.05	0.0575	0.0699	0.076	0.0572	0.0635	0.0469	0.0429	0.0381	0.0381	0.0357
-4	0.0595	0.0722	0.0565	0.0576	0.051	0.0438	0.0437	0.044	0.0505	0.0466	0.0542	0.0542	0.0572	0.0554	0.0699	0.0676	0.0642	0.0604	0.0518	0.0515	0.0394	0.0394	0.0486
-3	0.0557	0.054	0.0423	0.0512	0.0616	0.059	0.0523	0.0441	0.0474	0.0549	0.067	0.067	0.0639	0.0599	0.046	0.052	0.0564	0.0703	0.0545	0.0587	0.0427	0.0427	0.0747
-2	0.0507	0.0619	0.0489	0.0536	0.0592	0.0602	0.0514	0.052	0.0522	0.0482	0.0463	0.0463	0.0566	0.0606	0.0461	0.0519	0.0694	0.0639	0.054	0.0663	0.0472	0.0472	0.0437
-1	0.0488	0.0284	0.0374	0.0399	0.042	0.0512	0.0679	0.079	0.1066	0.0834	0.0659	0.0659	0.0451	0.0665	0.033	0.0311	0.0495	0.057	0.0479	0.0593	0.0679	0.0679	0.1092
1	0.073	0.0239	0.0458	0.052	0.0453	0.0528	0.1053	0.076	0.0589	0.0647	0.052	0.052	0.0471	0.0621	0.032	0.0392	0.0638	0.03	0.0292	0.0991	0.0448	0.0448	0.133
2	0.0336	0.0185	0.0313	0.0732	0.0403	0.0485	0.0572	0.0596	0.0925	0.0777	0.0796	0.0796	0.1326	0.0531	0.0333	0.0398	0.0507	0.0564	0.0337	0.0618	0.0887	0.0887	0.1003
3	0.0281	0.0219	0.0275	0.0465	0.0247	0.0414	0.1005	0.1053	0.0827	0.0654	0.1096	0.1096	0.1548	0.0814	0.037	0.0366	0.0323	0.0238	0.0141	0.013	0.014	0.014	0.0189
4	0.0794	0.0583	0.0467	0.0811	0.0442	0.0408	0.0484	0.0457	0.0617	0.0789	0.0646	0.0646	0.0501	0.0591	0.0548	0.0583	0.0731	0.047	0.0418	0.0474	0.0192	0.0192	0.0263
5	0.2158	0.0934	0.0645	0.105	0.1094	0.0575	0.0277	0.0266	0.0283	0.0338	0.0262	0.0262	0.0326	0.0384	0.0554	0.0524	0.0481	0.0469	0.0228	0.0204	0.0174	0.0174	0.0153
