	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.057	0.0676	0.0818	0.06	0.0527	0.0506	0.053	0.0393	0.0391	0.0445	0.045	0.045	0.0545	0.067	0.064	0.0805	0.0554	0.0545	0.0497	0.0438	0.0381	0.0381	0.0376
-4	0.0639	0.0704	0.087	0.0565	0.0459	0.0419	0.0669	0.0721	0.047	0.049	0.0477	0.0477	0.0497	0.0541	0.0525	0.0584	0.0523	0.0419	0.0419	0.0575	0.0444	0.0444	0.0406
-3	0.0487	0.0474	0.0522	0.0481	0.0529	0.0496	0.0616	0.0834	0.0485	0.0524	0.0607	0.0607	0.056	0.0562	0.0468	0.0562	0.0408	0.0455	0.0658	0.0754	0.0468	0.0468	0.0506
-2	0.0664	0.0421	0.0775	0.0476	0.0672	0.0466	0.0434	0.0536	0.0592	0.0472	0.0371	0.0371	0.0336	0.0492	0.0649	0.0722	0.0566	0.0512	0.0638	0.068	0.0572	0.0572	0.0526
-1	0.028	0.0237	0.0466	0.0446	0.0297	0.0443	0.0669	0.1067	0.0719	0.0409	0.039	0.039	0.0293	0.0407	0.0329	0.035	0.0297	0.0896	0.1485	0.0963	0.161	0.161	0.118
1	0.0196	0.0388	0.0946	0.0633	0.0449	0.0377	0.0855	0.0569	0.044	0.0601	0.0479	0.0479	0.0558	0.04	0.0345	0.0509	0.0727	0.036	0.0524	0.1276	0.0764	0.0764	0.0822
2	0.033	0.0244	0.0495	0.0529	0.0415	0.0391	0.0586	0.0547	0.0536	0.0509	0.066	0.066	0.0913	0.0626	0.0571	0.0722	0.0433	0.0576	0.0725	0.0724	0.0905	0.0905	0.2113
3	0.0585	0.0339	0.054	0.0648	0.038	0.0374	0.0912	0.1073	0.0869	0.0699	0.0522	0.0522	0.0733	0.0574	0.0501	0.0587	0.0398	0.029	0.0325	0.03	0.0346	0.0346	0.0366
4	0.0716	0.0625	0.057	0.0712	0.0471	0.0441	0.06	0.0557	0.0478	0.0549	0.0588	0.0588	0.0735	0.0641	0.059	0.0703	0.049	0.0411	0.0382	0.0454	0.0311	0.0311	0.032
5	0.0574	0.0537	0.0483	0.0546	0.0552	0.0544	0.0472	0.045	0.0511	0.0531	0.0623	0.0623	0.0756	0.0688	0.058	0.0608	0.0523	0.0526	0.0506	0.0537	0.0453	0.0453	0.056
