	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.067	0.0643	0.0559	0.0486	0.053	0.0471	0.0455	0.0459	0.0499	0.0501	0.0571	0.0571	0.0703	0.0484	0.0421	0.0449	0.0542	0.0605	0.0754	0.0683	0.0762	0.0762	0.0808
-4	0.065	0.064	0.0622	0.0642	0.0443	0.0384	0.0436	0.0501	0.053	0.0506	0.0667	0.0667	0.0729	0.0486	0.0315	0.0374	0.0523	0.0441	0.0823	0.0931	0.0723	0.0723	0.1092
-3	0.0452	0.0521	0.0483	0.0644	0.054	0.0501	0.0369	0.0368	0.0386	0.0425	0.0533	0.0533	0.0634	0.0468	0.0257	0.0301	0.0559	0.0655	0.1075	0.1475	0.0811	0.0811	0.0921
-2	0.0698	0.0667	0.0607	0.068	0.0654	0.0498	0.0463	0.0422	0.0488	0.0365	0.0361	0.0361	0.0492	0.051	0.029	0.0332	0.0614	0.0653	0.0875	0.1011	0.1014	0.1014	0.0864
-1	0.0616	0.0273	0.0298	0.0403	0.0214	0.0711	0.1592	0.241	0.0888	0.0424	0.0382	0.0382	0.0362	0.028	0.0127	0.0118	0.021	0.0163	0.0384	0.0546	0.1268	0.1268	0.0704
1	0.0152	0.1995	0.0952	0.0487	0.0577	0.0542	0.0631	0.0461	0.0336	0.0606	0.0387	0.0387	0.0863	0.0371	0.0127	0.0165	0.0425	0.0253	0.0361	0.0796	0.0844	0.0844	0.2157
2	0.0389	0.0404	0.0576	0.0731	0.0927	0.0833	0.0772	0.0772	0.0548	0.0605	0.0671	0.0671	0.063	0.0309	0.0297	0.0381	0.0446	0.036	0.0327	0.0754	0.0976	0.0976	0.113
3	0.0252	0.0377	0.0295	0.0528	0.0348	0.0394	0.0835	0.1178	0.0755	0.0507	0.2019	0.2019	0.1024	0.0486	0.0205	0.0354	0.0231	0.0226	0.0262	0.0252	0.0293	0.0293	0.0443
4	0.0517	0.0715	0.049	0.0583	0.0518	0.0522	0.051	0.0494	0.0486	0.0661	0.0659	0.0659	0.0773	0.0546	0.0545	0.0631	0.0599	0.0409	0.0435	0.0487	0.0381	0.0381	0.0734
5	0.0826	0.0588	0.0575	0.0513	0.0639	0.0514	0.0526	0.0454	0.0582	0.0483	0.0691	0.0691	0.0642	0.0495	0.059	0.069	0.0473	0.0403	0.0437	0.0391	0.0359	0.0359	0.0461
