	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	0.0658	0.075	0.0651	0.0645	0.0531	0.0449	0.0545	0.0532	0.0589	0.0437	0.0607	0.0607	0.0813	0.0544	0.0675	0.0673	0.0449	0.0428	0.0371	0.0299	0.0346	0.0346	0.0431
-4	0.0618	0.0833	0.0643	0.0614	0.051	0.0408	0.0526	0.0497	0.0527	0.0474	0.0584	0.0584	0.0706	0.0579	0.0675	0.0692	0.0514	0.0425	0.0369	0.042	0.0286	0.0286	0.0499
-3	0.0704	0.0745	0.0539	0.0526	0.0596	0.0464	0.0582	0.0508	0.0479	0.0434	0.0624	0.0624	0.0762	0.0627	0.0546	0.0596	0.0452	0.055	0.0412	0.038	0.0397	0.0397	0.067
-2	0.0516	0.0746	0.0608	0.0588	0.061	0.0508	0.0553	0.0572	0.0447	0.041	0.0555	0.0555	0.0618	0.0653	0.0551	0.0776	0.0586	0.0566	0.0327	0.0398	0.0329	0.0329	0.0462
-1	0.0629	0.0609	0.0991	0.0624	0.1193	0.053	0.0389	0.0318	0.0265	0.0307	0.0354	0.0354	0.0322	0.0524	0.0356	0.0381	0.0691	0.0797	0.0656	0.0686	0.014	0.014	0.0266
1	0.0308	0.0336	0.0967	0.0486	0.0621	0.0612	0.16	0.1254	0.0439	0.0508	0.0326	0.0326	0.0436	0.0317	0.0498	0.0684	0.0415	0.0344	0.0182	0.0154	0.0119	0.0119	0.0203
2	0.043	0.0478	0.0453	0.0565	0.0707	0.0531	0.0409	0.0433	0.0361	0.0367	0.0542	0.0542	0.0773	0.0576	0.1019	0.1548	0.0543	0.0474	0.0195	0.016	0.013	0.013	0.0237
3	0.0471	0.0505	0.0437	0.0544	0.0542	0.0517	0.0464	0.0516	0.0566	0.0417	0.0571	0.0571	0.0496	0.0679	0.0935	0.1327	0.063	0.0465	0.0209	0.0252	0.0144	0.0144	0.0211
4	0.0675	0.0621	0.0551	0.0546	0.0561	0.0479	0.0544	0.0525	0.0618	0.0613	0.0561	0.0561	0.0707	0.0554	0.0688	0.0961	0.0529	0.0411	0.0209	0.0194	0.0146	0.0146	0.0203
5	0.0588	0.044	0.0507	0.0459	0.0564	0.0536	0.0461	0.0442	0.0562	0.0527	0.0579	0.0579	0.0601	0.0577	0.0979	0.1098	0.0478	0.0472	0.0321	0.0268	0.0245	0.0245	0.0324
