 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	131165810.92	103883362.18	81894446.14	58527079.49	21216839.08	52642829.29	70862953.77	25530684.25	103277779.56	99099679.3	85209418.88	15927601.47	67474841.64	16125424.29
B	130793916.8	123027497.45	107383862.75	97322924.63	96879298.08	139908026.57	86293436.81	40339069.29	98943110.27	91477196.91	85855863.76	12011563.4	52611701.74	7291690.58
C	153370477.77	164908164.81	181989096.93	115175432.06	240478435.24	108975422.99	127788297.86	27639763.46	50786242.02	53546866.0	56951613.05	70152030.65	82182904.7	11951351.19
D	129449939.55	118217545.32	129819474.84	93893322.89	58888770.56	57696797.0	72235307.65	14135601.38	29537822.77	46740231.88	50416821.42	60305037.42	23996338.58	31675690.84
E	137327011.27	187250391.59	179717995.42	125763950.49	88178369.57	59829486.13	85424366.22	14044602.27	53647924.4	70548547.44	64674751.17	62215044.78	67201970.54	45032561.46
F	130706762.01	145532344.86	117920598.32	91902651.26	61194936.08	47435859.26	38027926.22	17351589.59	48366234.96	70074617.49	110321036.78	28029086.53	66704793.86	38843133.66
G	153952296.02	96342454.03	119196872.82	101159245.87	40912687.99	33307072.14	75314789.13	53458797.13	72108504.57	104647029.57	68462160.61	35674590.41	56387162.44	4231989.87
H	131399473.61	133487822.71	91455953.27	109974413.13	51944570.61	89961185.24	69096120.43	33331689.76	83385438.29	99641254.52	92934481.3	26228165.83	73103720.33	4913814.62
I	143210051.41	118481605.58	84447607.22	81637695.05	27326397.81	69974176.12	90120818.23	48351253.13	104648329.03	144271412.02	132464232.36	24390646.48	89625293.04	4095738.35
J	123156310.6	102424588.01	75045614.24	77096443.86	25787170.23	43070491.31	59577742.39	31045790.24	87795218.76	118555641.78	125295663.38	69003578.05	85059919.41	5808015.94
K	135903710.06	94921441.19	97233335.73	85047053.87	98348340.35	72009958.48	59313293.86	61356464.23	82303906.27	104798401.94	96046569.24	75451360.69	98797498.54	4703364.44
L	61494467.69	68930889.32	52800737.75	38412945.28	25557598.12	71305200.88	52480667.38	98562601.69	76115605.6	70935409.73	89174412.45	124971523.15	10119643.4	4307419.45
M	157617869.6	196232688.13	171028973.48	134610973.52	109322842.95	94332730.04	121566304.31	150735155.05	80218369.16	185573841.79	144283242.7	92961706.22	66318649.62	3216285.42
N	100751182.28	74678497.02	75176889.67	49956462.19	45847233.1	72552537.19	57107881.95	85693123.21	86344817.94	84513481.83	111902725.99	40017466.41	6735649.48	3060435.07
O	110542458.26	100275925.75	81437400.53	67646895.75	63775126.01	80162521.01	65746361.37	60850016.01	76291649.79	107601681.46	103855306.25	28628230.45	13952074.96	2878771.41
P	101046745.16	96243834.7	72481930.69	80631644.37	93844011.32	58028572.04	64377116.25	103740616.51	59358517.46	87442475.97	131223007.79	33032933.49	4496873.84	17514457.98
Q	87137978.12	85617509.39	57124486.94	78993938.51	176160137.49	35007994.95	60014262.2	102886030.19	53761954.94	80323612.93	106021296.86	14447019.04	5925753.36	12679821.03
R	102195865.67	91570024.8	73721187.6	103309729.35	93338099.23	63470177.77	94583682.79	69796241.4	63667546.24	81303749.21	95137890.64	16247106.87	75275691.34	15762314.56
S	112247169.05	81824810.49	106203868.5	95961304.21	62790161.83	54268690.65	101095704.81	77218360.63	67118228.34	113865009.9	117737604.8	15406724.54	12743289.18	16882265.7
T	117473275.88	89796154.4	107301024.61	107591353.69	30025523.47	78521807.38	88280704.79	83318323.1	72812198.9	116681571.0	108393503.76	52148409.93	74641449.86	35470234.26
U	98526854.73	108290858.58	88186067.96	103288854.25	51691247.62	69802813.91	101952715.55	95167995.77	76383705.38	89556131.34	88570629.53	53884719.52	89923176.06	72947879.92
V	133829902.02	128115702.57	99889265.85	107446774.01	43506369.45	193175952.04	94302285.49	61516965.95	68265296.3	103402883.58	93693497.13	97700813.07	124699222.72	46836789.34
W	156611374.96	147176851.51	109720209.9	113421680.53	29706082.83	85311191.28	46069124.27	86801099.5	87718119.82	131065418.24	112415416.77	149525371.21	127449898.38	25102704.57
X	150472083.55	147636321.52	120147546.49	124124162.07	33713101.47	10867187.33	81153110.94	182693880.16	70691615.78	161992671.81	113596498.45	107321911.22	57334047.8	11414918.58
