 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	1988683.98	2027432.82	1490891.58	1538386.02	889459.37	618872.01	1124543.59	619499.99	1498886.77	1619447.03	1605301.79	222182.5	157244.51	94094.08
B	1979800.4	1889257.29	2031592.86	2023941.07	3911636.53	1730877.12	1557011.23	893529.06	1553395.84	1462220.19	1452466.28	294719.03	207116.49	95891.83
C	1497883.89	1767095.8	2035269.11	1711524.83	3144909.35	1409471.98	1386003.1	524863.54	908702.88	1430126.8	1406529.21	1631710.6	1774131.33	123901.44
D	1581060.78	1767813.13	1801182.61	1623174.48	2950062.81	848013.83	1792995.29	557147.07	822410.9	1346453.19	1354194.94	1544013.62	972833.23	115348.25
E	1706445.8	2131598.2	1817091.37	1705938.06	2663371.11	673132.22	1250448.6	486597.08	1070544.05	1662396.71	1531241.8	1504001.89	1475834.94	113371.23
F	1981796.42	1887041.95	2013703.11	1658938.95	3972176.75	593183.01	1460811.02	610507.94	1405611.49	1656373.34	1919974.22	1073892.56	1140830.63	114850.0
G	1716046.99	1813541.72	2178666.7	2132970.24	1734927.45	730976.43	1749649.46	996219.47	1504245.41	2413177.25	1935239.09	2019410.34	1297439.63	106077.01
H	1761127.76	1934399.35	1773334.5	2119880.51	1158079.94	1405726.31	1522251.85	1256679.78	1905274.21	2235325.61	2067180.5	1849288.86	2354874.9	113507.39
I	2069737.65	2009044.0	1562664.71	1785723.5	729365.73	901295.76	1313124.54	1459426.54	2024749.29	2871282.08	2738776.19	1932149.52	2053626.09	104621.63
J	2039031.85	1586187.36	1325857.25	1594263.27	654141.59	590660.38	1228878.15	1130751.44	2005739.59	2453888.81	2432176.34	2468883.36	2230418.95	101437.12
K	2035717.4	1810298.37	1710064.0	1664651.04	1282693.95	1957010.12	1475217.15	1698008.52	1573256.48	1907059.68	1950144.11	1988828.83	2059248.22	102793.56
L	2158135.78	2077894.3	1694637.89	1771503.45	1048651.19	3068962.89	3370157.97	1947349.81	2040038.38	2024612.38	2280718.84	2038141.36	461439.84	74263.6
M	2779267.57	2779236.9	2648436.04	3032384.16	5128403.87	4657094.84	2914177.59	1746841.04	1447792.97	2563678.53	2159123.15	1226949.27	1903014.61	70915.24
N	1856493.1	1822343.35	1486950.48	1361409.85	1012266.36	3004050.46	1749919.26	1685728.09	1667962.32	1724754.82	2080365.31	902970.01	491777.01	57029.58
O	1503354.55	1476369.2	1114136.24	1395427.23	785741.22	1433416.68	1820049.2	2141778.4	1376443.03	1679930.79	1957962.65	899073.74	1374693.72	56041.5
P	1439397.24	1264992.97	1093064.02	1398639.65	914286.72	1187507.4	1495779.98	2438739.27	1307354.47	1521101.07	1909411.96	948279.51	291393.56	43314.11
Q	1335135.34	1188948.03	978122.68	968328.03	1083383.86	1589454.76	965683.05	2187174.72	1053053.13	1302764.96	1646055.18	582484.3	361331.0	44239.7
R	1398180.74	1219546.7	1113178.5	1089824.3	1116297.27	2239088.67	1209649.2	1701164.64	1276649.79	1412974.87	1766106.33	758290.88	1207662.07	50793.61
S	1764795.25	1461548.83	1647943.57	1605028.35	1239174.82	989153.59	1352825.11	1629909.45	1514627.16	1892523.12	1891864.58	884054.89	586714.24	41294.8
T	1903351.97	1871173.98	1866640.69	1983324.57	1101633.06	944197.03	1271134.86	1303430.87	1731358.82	2766250.85	1985742.92	3949077.22	1393418.32	45938.38
U	2078055.77	2326191.54	1894227.03	2012055.32	1585846.99	1425040.74	1715207.94	1728061.52	1925870.36	2484749.96	2529533.83	2028725.76	1716088.66	48203.74
V	1987459.51	1865157.0	1570982.66	1579354.44	1123732.4	1194532.41	1157846.97	1021669.26	1453931.32	2138566.69	1921133.19	2590010.09	1219132.13	50012.59
W	2171754.48	1859978.95	1660014.24	2011611.01	926913.54	487743.1	798207.01	914723.27	1683991.83	2164559.41	1734347.77	1854686.21	147110.45	33911.88
X	1876103.11	1932021.7	1651008.12	1735446.68	1005896.21	616911.01	1416542.14	1100211.13	1590710.04	2399560.1	1905825.38	1649824.74	175014.75	34870.65
