 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	24335766.39	24351024.34	20637940.21	19080301.25	3475797.04	5923541.61	35182030.91	12956329.64	23625170.74	40091851.86	25496660.17	2181195.79	29656108.02	6932815.65
B	31406153.85	22373810.54	27614862.06	24879742.6	9143819.59	14907295.76	22702611.2	13990594.56	23529798.9	27107824.6	21530563.25	2137999.64	19040319.03	2992054.65
C	25762514.17	20103231.76	24413640.1	19396918.64	83646904.54	196941432.15	17943444.79	9914553.88	13130269.09	30188721.64	28360725.94	18434508.21	16574960.4	3923577.12
D	19588513.24	12251896.85	13303724.72	13483905.69	19807370.23	19188874.81	7703989.62	3609625.01	11130843.17	15801192.96	17379104.68	19258886.84	7479674.69	8315197.36
E	19408243.6	19186484.54	18535988.01	26178596.66	32087246.66	10321691.27	4070898.07	2613803.97	8651454.01	28473691.95	19397293.68	14687875.78	15261104.59	27546198.06
F	24856559.34	15928473.87	20140901.57	15574055.5	13961319.37	5686372.38	2907266.0	3910575.33	11967498.65	30186025.52	29623694.18	6684149.54	9513366.28	18944474.68
G	26298849.54	18311198.33	20146510.37	24631477.02	32128797.53	6831154.16	12558051.8	10385781.54	15257365.61	33949138.84	19086762.47	6937073.66	7354440.6	1412941.71
H	28028284.25	22065756.85	16321940.69	18840250.76	11716245.87	12795659.29	13748858.94	8043563.74	19922374.81	28530254.54	26313956.57	3753551.65	19860224.56	1455540.74
I	22599362.31	20296022.26	16046231.04	17740586.87	3824497.96	9012302.07	35455794.34	34532049.52	28258533.85	60341828.48	40867166.73	5250664.9	16772810.04	3453138.03
J	23208076.29	17158763.62	15833980.63	14161741.01	3724997.2	5288950.68	25568923.79	16590228.79	27455932.52	41863978.77	33634126.5	15232551.96	15572897.67	3180440.02
K	22567678.24	20398916.41	19263016.63	20674263.95	22691722.99	27968292.48	13828405.62	14540245.32	21557776.19	38780647.28	37643256.77	19664421.4	18716712.32	2717364.38
L	31580271.38	28970469.76	23150541.12	16220261.92	15944558.68	45284393.25	16996467.29	24983609.58	24394746.01	44836317.68	41881023.05	20888377.94	1621118.47	2681437.33
M	46849105.15	47629811.9	48301524.28	39103255.06	75990720.91	68570094.76	37292051.34	26301485.47	17168210.41	41723203.35	42670874.23	21879608.47	5318042.4	6353302.22
N	33816185.47	28916749.74	21505433.36	17502828.53	20003038.09	31693304.77	25772716.16	24987515.42	19015814.15	36776837.86	48181970.54	10764218.02	1910047.24	6752799.43
O	28614043.9	20806951.14	21347970.88	16621262.22	14073005.16	26325291.03	14901427.57	20729190.07	19723843.05	34992829.84	36972591.67	11034511.94	4645064.61	7776013.78
P	29544312.32	23603903.18	19217848.63	19744715.11	24284234.48	15437521.52	18232173.09	18321314.74	16316514.76	36950492.26	60191867.51	7597618.72	1629437.09	5310295.36
Q	23964698.02	21235651.85	16119961.58	18518169.21	22438678.38	21898217.48	24908634.98	26696813.25	14532589.67	28360895.59	43656016.38	4771418.8	2655154.18	4606868.78
R	24378454.31	18410676.99	16185649.87	16755459.0	17871141.96	25849729.02	27436219.2	24737301.96	15483710.19	30357575.56	43586854.43	6771586.88	29225873.57	5378836.05
S	16808865.68	13106240.52	17339540.83	18732749.22	6967353.34	9379500.19	13984131.24	14135065.12	13875652.9	35836635.58	31769475.05	3844658.7	4313884.12	12427873.94
T	20375522.5	15055636.17	20234626.06	19153332.71	6545222.22	9666635.11	13280815.44	9909440.71	18695120.26	31148328.63	32837503.63	20148172.91	11157830.89	6082280.58
U	26011167.19	23565693.04	19654550.34	19161414.62	14916235.29	18844248.53	17993622.74	20108600.13	18891858.01	38249818.35	39116125.9	11153852.71	9177781.64	10619955.58
V	27673685.12	26065058.99	17843781.38	14854169.08	8371058.64	20136222.4	11528705.42	11542166.75	14384354.68	35164316.76	30812959.52	21685497.75	28081528.15	8560155.91
W	26896814.48	23715463.28	18172853.79	19227559.89	6002086.33	13908736.01	6267380.26	14847100.91	16911471.07	39068031.04	25949762.98	26112177.22	21531369.61	5851287.42
X	25491255.35	22732851.61	16023334.54	12226080.97	7132725.76	2522604.8	10609203.65	20154430.12	17520359.37	37844982.13	30742882.81	27372415.77	7590122.68	2664640.29
