 	1	2	3	4	5	6	7	8	9	10	11	12	13
A	15373807.42	14393340.18	4357973.69	11049486.26	11329592.00	12960438.61	11232953.95	11028083.24	8277670.08	10152127.94	16175921.94	3592276.29	2296456.55
B	18737312.70	15311267.74	6650702.89	11049407.96	13308875.54	13714558.89	13686926.84	11326771.43	10873840.79	11964452.51	14142542.95	5030764.52	11759944.62
C	23283116.81	17615644.59	11229324.95	19666270.05	21902243.38	15002854.50	18606081.72	18076331.87	13394572.37	16655867.81	13538086.78	4611192.42	7963933.44
D	22979605.12	19646823.89	10513746.94	16253102.04	22096386.17	17343102.06	20577650.24	17208741.55	13137369.84	12858158.75	14865087.46	10968593.38	10926778.44
E	21190130.13	16234814.62	7258656.54	14952474.72	25130261.39	13741563.64	16027984.43	18091991.46	13605876.52	16185764.32	11349653.16	8270170.09	10093556.80
F	19703842.55	17107677.50	8193424.29	14300535.45	20319281.15	15600129.27	21591075.35	16685523.68	15304927.25	19286289.08	9163706.99	11537273.37	11349205.46
G	16273421.13	12865791.77	6920177.54	12167284.38	13151479.94	13426390.25	13974944.78	12959755.35	11554378.06	13145530.78	11931012.89	10580912.33	9251389.36
H	15465035.44	15215432.54	8168940.37	10398128.04	12609365.54	12067196.39	13603078.89	13142221.09	11605203.95	12589596.72	13031637.58	11489088.62	10825283.51
I	14801201.87	11501402.13	6686419.21	9861097.85	9540142.32	10063428.44	11610305.75	11555141.11	9635213.50	10957542.11	10082784.96	12523788.40	3981312.34
J	15414327.97	11164622.12	6249120.14	9968775.78	10495962.08	9608549.66	12794981.42	10401554.27	10495229.71	9952389.32	11099846.51	12260408.39	12481264.89
K	17993317.64	12952556.68	6910955.75	10881407.63	12016706.29	14663617.18	13942780.95	13222790.82	13782973.69	13740370.66	9798314.98	5850266.94	10257547.73
L	20654011.58	16215120.41	10148579.30	11254541.59	12313818.42	17312157.63	17265716.09	16777342.88	13833668.07	18610975.88	5258503.81	11010670.06	7536359.96
M	24517130.54	20565218.91	8267493.32	12784106.09	12693743.22	13929196.45	19424739.64	22132001.49	16631850.12	18567286.57	12289926.67	12719881.50	13765450.44
N	16047443.33	13627905.96	6397322.42	9206152.24	8042562.55	10980772.99	17560762.56	12742035.62	10589609.63	12316870.57	13290112.02	8565344.27	5628910.85
O	13256022.88	11801983.56	5778776.25	9957998.01	10176618.38	14400647.20	12034665.04	13223827.20	10720542.30	11087403.23	10543811.49	13411176.40	7735556.57
P	14341677.50	11371701.34	6377076.82	8676545.25	11383462.23	10332818.81	11771024.84	10036593.56	10683912.30	10640144.83	9336970.96	7400574.21	2096920.88
Q	13368924.57	9743564.71	4934753.08	8553652.71	12021637.91	9527206.20	9607846.27	11087709.71	10541141.97	10732515.77	11472983.28	10310538.62	3701652.95
R	11109778.99	9802694.89	5499872.03	9137254.57	13269899.47	9037737.21	9651380.17	9856021.46	8456566.76	9480633.43	12143014.06	10643486.40	4338052.88
S	12074299.22	11763209.62	6752032.42	14689385.25	12768576.33	10949844.31	13276693.54	13198659.32	9850723.36	12801591.24	10088781.18	12325817.64	7369043.76
T	20883578.75	13858245.55	7936522.27	19799373.22	17625484.32	13578114.27	19846109.76	15390696.88	13857904.20	11367923.61	10850062.06	10272241.69	9153122.30
U	13812909.08	13041181.73	6572977.06	18959451.15	11815629.30	10837526.87	9671749.71	10889537.05	9412410.74	10065673.04	9526846.46	13658146.49	8704644.61
V	13373935.33	11556823.93	5808175.74	18593280.84	9743958.17	10930685.08	9299658.52	10281541.91	10212835.67	9097853.71	5421640.25	4787715.19	13380381.92
W	15398317.10	13667642.58	7051835.34	14101923.80	12444721.37	12774640.85	12554991.03	13066342.84	13668725.88	13919437.55	12249539.22	9177589.17	6750282.67
X	14956446.61	11756139.00	7282349.89	20864101.73	12489811.30	11323518.43	15002413.93	12611935.87	13668609.03	11406272.14	11081224.89	11747766.07	8283132.33
