 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	151294195.52	129917434.45	75890297.27	78645594.38	18329177.63	26199976.17	67797491.14	26525841.29	114897352.14	74370569.45	83795129.18	10354475.29	63955390.69	58761246.13
B	158433543.21	151748021.77	117578089.22	118233957.84	83650815.55	109769023.3	131477647.18	68103970.64	147954980.31	100192415.04	83414468.56	13500554.85	73869512.53	14416353.2
C	118216090.1	127675982.4	117048959.95	112483584.74	155839276.64	138861679.63	391552616.04	60507444.16	94326925.07	84232507.97	127720922.15	71856423.42	88066541.15	16151875.81
D	118440848.02	105655732.94	99142305.88	91132257.01	141864594.1	124189778.54	181127173.68	30785666.79	87070668.05	65750938.1	64698401.72	77170580.3	34739623.73	39366018.57
E	119952635.46	167923818.25	130977745.43	139131464.27	120571812.66	241393295.3	131986028.99	39749677.23	122321258.78	98978213.99	75471731.13	64228241.93	82869397.08	65052135.59
F	131240808.85	125034664.1	114604522.62	111560905.01	182524897.64	98402791.16	98814577.96	42533404.5	111421893.38	98489049.31	85028775.33	26743085.35	69569242.05	69922264.45
G	153409046.42	111525970.91	120226158.6	120011318.79	209316890.14	36416659.01	100676406.51	62814275.0	90311247.12	94881861.31	81977575.01	18012625.03	26197699.56	5187298.6
H	140843504.48	134809675.89	92499863.89	126926856.82	35439828.04	121834561.39	94911242.05	76883132.49	106840911.91	92442503.5	88291053.36	13362074.13	82451002.05	5340181.4
I	147177083.77	101633666.44	79719046.02	96456834.97	20823806.7	25788845.63	76433278.06	45026615.76	90174575.51	113681968.15	109678919.42	14743016.57	71636092.1	4989235.15
J	141256671.91	108635635.7	67389400.29	90458926.07	20385834.0	19573927.23	57361929.61	28585812.32	77811235.04	88243973.86	93182309.83	45581424.33	73639713.11	5245457.56
K	132929033.01	108824273.71	116024984.05	96870846.47	55635368.83	53089701.09	90565347.24	150712703.72	125722871.41	96081481.51	72967985.4	57384525.3	84654224.4	5090265.44
L	178872013.92	127509767.78	144519900.22	72344682.87	60846520.63	103898852.65	176134999.19	143391557.74	143248579.63	62314464.12	73237364.81	101366925.56	14461248.66	4781639.96
M	184649837.39	247794126.02	321895364.78	218061050.49	151854696.87	109252789.4	215876762.95	202544233.55	92394159.46	117646664.3	119184665.88	77940015.26	150882462.53	6312500.78
N	164560079.17	131654441.21	153247411.64	71163478.62	89827717.07	54537596.76	137327220.18	126088961.82	109724083.65	56547313.87	91728499.76	47153960.19	29479410.77	5503587.62
O	128294304.42	103281093.46	102540435.33	76341404.37	74096148.32	105319898.69	90908973.36	124064056.98	103789074.32	79844343.24	63705325.98	50598910.99	113030338.53	5265406.21
P	139596653.69	116031334.57	100796831.22	89350763.85	162983485.08	67823045.84	96923152.94	133646194.12	86637168.23	52819467.34	83395224.31	36629249.15	8772931.44	25527334.61
Q	162896734.45	122413858.59	125447603.93	96778754.96	200119476.03	110729475.47	123562067.31	187401540.6	84483417.61	50079163.43	77339928.37	21893145.64	7629728.69	16604644.26
R	113321437.71	94076948.83	96508426.04	91289759.45	95887238.2	152090920.1	128854915.77	163855382.2	85874405.61	47561897.63	68112534.85	13822561.85	53687742.27	19519436.57
S	108423816.87	92198603.12	104011706.54	103336283.43	90268297.3	83709794.33	98474008.02	76664987.36	91278237.2	99921643.59	93527255.64	10939199.38	8998015.1	17266621.84
T	123790562.98	99241774.39	110638437.15	140369633.71	45050998.37	93108111.6	88204629.1	66353529.59	84414780.32	103486033.51	83429100.3	38059975.78	19307493.55	15334296.65
U	134611586.86	130326331.17	107441276.8	100885279.19	43569696.32	93524773.62	94293628.73	100099161.21	97586504.46	64596760.14	71118142.15	43363327.73	13240109.6	45107338.14
V	139751151.98	139064135.06	88810950.36	129723170.82	50834850.69	181493863.26	84302303.13	80577149.83	89981297.27	72580978.5	75687011.41	73760987.01	82057151.98	32528438.14
W	187726185.38	166230636.95	116362536.91	142842201.82	19696049.73	105030585.65	42619556.92	62640995.04	132931155.93	117210576.68	94980787.7	129931375.48	98422919.26	25283675.31
X	150475337.67	127930978.25	124092667.14	142257035.82	36225066.27	14543322.68	73567864.56	121504953.6	162424474.88	125521438.72	103835774.36	103326892.64	13489333.24	12542195.44
