 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	104905825.81	93834460.38	73335359.76	66462672.08	32089267.91	49603202.13	57371389.26	24205870.13	86851517.93	70975370.44	59134524.57	21644050.27	80879847.92	204321733.08
B	118754289.38	119659361.15	113041053.49	106963068.96	152792887.22	129683326.78	107615078.72	60074247.72	99012827.74	85754550.01	81895181.4	17664366.25	68804617.87	19868695.52
C	123380315.39	141976690.18	144850676.75	130364923.77	300967537.54	212398456.9	286247737.41	59598202.96	93502673.43	110403151.82	96712088.54	66242973.33	90332146.8	33519313.59
D	113791934.33	113564998.61	118401448.08	101737810.04	139567904.98	62396477.75	132428706.4	47725114.43	83142327.88	142986935.87	99916864.01	69859979.73	51541433.0	52480402.82
E	110848416.89	127343189.34	140598735.9	136772270.51	184092647.93	37932443.76	81757111.18	33489880.18	92947714.0	125658518.56	103704161.67	74107435.88	96794273.86	140280611.19
F	120284390.22	115821892.77	136206026.07	130954189.51	269960799.22	31089503.64	62531758.1	38790459.4	94825521.4	147605428.18	129415448.49	33021259.62	80663650.34	213113147.61
G	125764301.46	98570481.28	129450277.61	126434338.43	152237877.61	45167113.31	86927761.7	35599201.38	90168328.08	145388921.99	111686357.96	32145741.15	77618566.27	26639518.25
H	124266113.23	119223896.36	116673708.63	121601820.71	109279927.34	105448407.79	86609601.1	54072557.92	113122104.38	127927729.15	114375797.24	121054456.08	108442649.81	11779194.15
I	143204746.26	125724048.28	113949369.11	122592187.76	48283060.39	62128013.76	126040819.77	50714552.25	141993893.42	133225332.51	153575243.37	62711102.36	117710637.06	18035361.96
J	125650481.74	109138257.92	101002258.26	96649374.44	41835571.82	54434596.2	83518730.56	36221303.85	120948224.11	134300144.32	159026183.5	126011029.45	97636257.36	19531082.17
K	146907919.88	118584823.32	121064558.65	122064332.78	118038486.3	91565747.24	101141531.48	54475523.79	138361749.44	148541596.49	134007535.19	108552121.26	107802036.57	35773026.65
L	143104463.8	177086778.2	107545965.92	93967977.22	67190188.21	150915299.7	251543715.02	118901682.78	135306059.18	169901226.91	163506020.98	113761335.74	20285966.24	31469029.02
M	253575409.74	231431450.28	168524029.83	203874511.66	341529388.33	303375213.39	217059699.17	92258600.52	93705957.21	173922552.57	160606383.47	81945007.48	93545348.78	62880922.76
N	130203909.43	125049788.86	108899621.52	78519178.46	103897581.88	185338568.2	152200879.91	282517608.63	111506117.5	173931245.92	178951069.27	61356591.62	31940365.03	58407107.71
O	110540257.12	92086155.68	89422618.9	100950789.65	62340565.83	86206327.47	103005830.89	181133328.28	101787137.05	131188959.23	134675907.3	69586438.14	251884063.13	49950171.1
P	98917814.77	102041926.69	88581859.06	93146985.42	71054348.73	89806235.46	131353060.54	192425333.31	88958554.89	139944742.0	144076989.41	66890422.96	16136823.62	22040134.89
Q	104091991.99	87732113.68	77892681.57	86557385.12	99528701.91	143374205.12	98236391.36	166455248.41	75133349.82	122683575.79	123939109.27	41502405.69	12352385.34	14618941.26
R	90148250.5	92853440.48	74624848.46	80387170.27	84909722.27	179449455.32	94294175.37	128225750.86	78005576.87	102411170.02	100718847.23	27923323.98	95239857.88	24185643.58
S	98346370.85	81378005.01	105406072.72	94342326.64	75445059.11	76156181.25	86493762.21	65948151.74	88080936.49	102050301.69	107656514.51	23712479.94	22849689.89	24244791.79
T	106830419.07	92731071.37	114279861.37	113568391.03	62586752.98	50659803.65	66137142.95	46378007.47	95580702.75	109709650.27	97829194.06	145633958.84	80408955.4	72105067.72
U	104718122.51	110280646.36	108876933.89	100818630.51	74676924.52	72349014.51	74702309.63	89736949.94	94736287.19	101627995.17	100142096.06	112022220.51	59831875.19	73115799.3
V	101830800.23	107334606.89	83762913.23	92237864.77	60735013.83	55319708.75	50671434.33	43998774.09	77820417.6	100367227.8	93025024.14	196489251.49	93833722.94	69079236.68
W	110808738.5	106342920.04	93030583.97	99566443.48	46822983.26	29729503.87	32062870.69	65263004.12	104589438.62	129679024.1	120245478.81	146012444.19	115089548.02	42482485.28
X	95272866.5	100650524.21	83831720.19	99205100.64	55520471.2	48307484.74	45499258.91	53877165.99	121134387.7	137344069.8	124777700.26	154165683.47	50952314.64	24987580.56
