 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	923070080.21	713483605.0	584300730.98	456856806.76	117958504.02	56388462.42	246320297.71	95258951.94	220608830.01	35878985.68	40516581.5	6445680.63	48890689.9	21953739.78
B	766844579.75	656877004.35	632733078.08	670210598.43	304780547.4	386495427.74	451903434.63	198389015.16	365511215.25	38331859.58	48252949.98	6671470.87	32443563.95	5175657.88
C	597136266.85	649073235.81	728989457.98	761332963.87	1477024317.33	498544884.34	837204927.47	148106171.85	357639943.96	30483664.57	49175343.68	34529833.74	47121792.35	5813775.3
D	463328027.08	553131920.77	537329014.74	456951296.45	459191030.46	468642560.42	245357346.9	69581196.18	133073419.0	31877712.5	45876558.86	30022409.09	23750909.05	19831215.87
E	592366940.29	666502664.89	718425909.77	570284665.17	409743388.86	229941072.71	446660816.92	70980744.43	235791020.69	38102190.14	46482320.79	24958003.16	43155344.43	50575779.41
F	686221186.87	659786627.29	647311190.79	518189928.82	951631739.05	140500309.56	199835500.14	80292700.39	250948863.05	41267151.65	56077899.1	16176540.18	26328140.61	58414774.3
G	736054018.18	477379543.49	729195130.21	567536825.25	775179592.4	114276230.63	322094285.74	105438523.49	184110953.47	42367370.11	45242414.01	6723377.0	26352093.56	9505098.84
H	660904700.02	621059717.68	512595027.23	553737741.14	268541936.67	294935817.31	277451662.72	139886516.21	288437050.65	42017427.46	49971959.54	8453457.81	45421207.17	4688114.36
I	683527849.13	464125090.82	442144086.68	377173998.23	95482171.8	83144113.64	297132059.51	214776600.09	230429521.31	53030205.55	52330370.11	15299236.1	42708699.63	8904706.97
J	665932779.4	424610967.32	417173473.61	363160172.07	97059067.79	100665587.88	206095514.97	144560734.26	229969880.98	47907972.46	58462867.71	46046828.75	47468319.4	7564870.23
K	587778888.28	490808406.33	537135204.95	431508656.99	416733737.43	613905250.03	313302735.6	447772457.42	281442743.14	60829257.59	58376378.38	36073713.3	47108035.47	11943685.94
L	543559570.82	550184754.42	473812842.24	310540876.73	200475553.08	644746128.66	799296650.5	991807810.44	408266680.98	70393767.27	61311983.88	44118802.73	6356862.85	10790681.49
M	1394218020.56	894654741.86	900262232.25	803677865.4	1001103501.97	872420413.52	633808583.0	597962960.21	282518973.65	87939775.24	68189577.96	29071236.62	33650709.41	16741800.32
N	502678246.27	522087636.61	441898492.86	282081735.68	250030090.9	516262523.3	386003714.75	491171780.31	247452460.87	81181655.24	68772138.05	23271916.54	10154847.55	21993257.94
O	587977702.69	408608868.71	449787367.02	337384387.26	283664386.97	882363948.33	524749711.76	529560417.66	281169919.82	56301083.31	52045487.44	18329344.15	56234736.24	20256424.58
P	550309448.37	446714220.66	420019587.84	434485040.44	352398523.85	361566656.16	462714785.13	488284228.18	203376661.42	59595913.1	56285430.04	21797794.69	4478704.59	8661157.76
Q	563445911.7	415157269.17	298372435.76	394897789.66	372904287.82	445361767.58	397188056.88	584754523.99	217992256.63	50946381.74	46343547.7	10611249.54	4713373.73	6093789.15
R	481083941.23	379024618.19	338095620.32	361696249.17	355413889.28	531370132.54	368108303.96	342907012.96	234031377.64	48831700.14	50191963.12	9263862.8	41064369.68	8985623.19
S	499012972.74	371466898.58	455724844.84	489439603.17	348582822.63	346844107.06	267449577.23	204493936.85	203640344.83	43746589.22	56820320.4	10269496.43	20801433.1	11629696.21
T	540022575.44	413957644.4	527455157.19	535494466.45	323767915.11	339299729.85	275297700.16	162383241.58	258679410.01	54307413.56	58912948.34	56116850.44	28693961.58	30749601.94
U	767669344.93	598332678.69	393456271.05	448567004.28	193009192.16	268453293.41	409366034.65	237866896.77	295502901.46	50056313.36	47524837.03	31908038.7	29783841.81	26652541.02
V	646150273.12	552637503.33	447871235.23	495290247.37	391879776.7	568929388.59	232083422.22	180173292.08	229639569.03	47806648.27	42607096.79	42655166.11	34446670.21	14003588.78
W	743831808.45	690452270.5	422534432.7	564030013.96	199118459.69	267807865.19	143350374.44	165593036.3	195495904.68	44719371.01	51686104.57	46814079.84	42229125.24	8892666.69
X	576023227.26	597386787.99	438170535.39	587650385.55	374613470.13	116357748.51	241501838.94	127971290.01	170064576.97	54644361.44	52847125.65	36852934.41	26664880.09	4202781.65
