 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	9102589.09	10884172.95	7833938.97	7738566.19	3838208.76	10589927.76	11085685.32	11769048.24	9544383.05	16614618.57	16109159.35	1794994.51	8700833.75	3307564.53
B	6833695.00	8785631.09	6704821.30	6321261.84	6467990.53	6999686.44	5994270.45	6655776.82	5864054.24	9329561.39	9007042.35	2180567.95	5124032.56	7409627.97
C	6383846.52	7799523.73	7562031.19	7340191.34	24407865.52	4701976.88	4187262.87	3627261.67	3540779.21	7347954.06	6288563.54	9720665.27	6322995.24	6492518.02
D	5391369.93	5238177.84	5588614.68	5966683.57	2931072.49	4312955.09	3091825.86	3014291.42	2848258.50	6788178.55	6789862.34	8722965.75	4552872.56	5318164.43
E	4494149.96	7124849.56	3875280.95	3945016.98	1581508.90	1967721.38	1889036.23	2397048.38	2958838.67	5478585.16	6095760.92	6549844.66	6687542.35	7982032.06
F	4879366.63	4957419.32	3636841.46	3152875.49	2097801.01	1563572.88	1743381.33	2192702.44	2564364.50	4682664.27	10726479.70	6327528.06	5883831.15	7070361.34
G	4444629.37	4362253.27	3512957.96	5313794.73	4904408.32	4209748.11	3487882.72	3817935.02	3232722.41	7418492.97	6313653.09	6836456.81	4523493.90	4999424.37
H	4488515.48	5518252.86	2973037.28	3896481.66	1908455.76	4035590.34	3413686.16	3987265.34	4159083.62	6699294.80	10673311.12	7026930.98	5747059.10	5015365.80
I	5857111.67	8598406.00	5190623.16	8177096.25	3302941.95	18476946.14	9469931.66	17762952.56	9559532.71	24874827.37	31194432.64	9981598.06	8563268.85	4857801.62
J	5605546.45	5759139.25	4738487.59	5516718.96	3148330.87	6350836.40	7570371.20	11089123.17	8499613.52	15875444.07	21382359.57	12096345.00	7388657.40	4761797.40
K	3886011.83	4726814.35	3217830.44	4520230.47	3526343.81	3266891.31	2733519.33	4799746.41	3936280.69	8778524.53	10481795.23	10189203.54	9328575.26	11756939.81
L	7004115.16	6892924.27	5238220.53	4767304.08	3964860.83	3995984.65	5468999.55	4625504.53	5223508.32	6765853.58	10439580.38	10291711.19	2814200.97	13728104.40
M	8696807.13	10755522.99	7004497.95	8109968.78	10136034.64	11754069.21	6063395.68	6524174.55	4113069.32	10067456.95	16290695.78	6316155.71	3260720.87	17383230.11
N	5821809.60	6592508.23	5405337.86	4609456.85	7610094.77	4409288.45	5289154.45	5001928.67	3464836.76	6213898.02	9246001.59	5030099.05	1988264.56	15649929.62
O	5156345.46	5706785.78	4560337.71	3938797.45	4074361.02	3944842.56	4125345.76	4760299.92	4717188.24	7504887.77	10963960.43	4582249.34	3517489.66	19310061.74
P	5842673.45	6131434.53	4762746.00	4603682.45	5446256.21	3603957.75	3767856.48	4162197.07	3193507.81	6939418.92	8978350.40	3906821.40	1621660.01	3469340.67
Q	5241235.77	7055887.19	5347044.88	5012522.04	3882227.54	4436105.27	4155537.65	6171617.30	3315947.24	7342297.14	10152484.40	5586938.38	3958984.94	5992866.93
R	5210680.23	5299855.89	4828316.91	4910417.32	3751800.81	3622323.07	3750411.16	4799402.76	3186256.10	5626789.31	10972319.10	97726342.02	9597953.60	5951431.35
S	3994803.38	4032789.71	3798543.04	6486036.42	2153021.54	2905425.77	3116179.18	3382221.05	3674678.25	8742004.34	12735996.24	8892305.41	24478864.36	10183129.20
T	3972484.55	3957266.57	3971352.02	9448900.63	2274245.53	2791747.97	3865210.14	3808906.86	4145690.69	7550252.62	11268402.48	7249267.50	15148872.91	24246055.53
U	4908054.14	6297107.27	3772531.00	5154940.59	3414921.00	3480599.62	3496991.02	4897421.72	4108626.28	7280956.45	8283890.59	5352744.11	23133177.19	22975746.30
V	5126751.10	5408739.36	3512244.10	4720987.17	2437079.95	2807900.85	2801326.24	2878185.59	3442697.77	5895721.79	6933476.53	5960222.24	18660571.20	22724708.49
W	5871573.42	7229796.32	4544265.89	8208143.54	2346751.23	4566742.82	2842024.50	4005935.68	3911376.64	7331065.53	10039955.89	8543092.25	20144787.29	23506238.43
X	4876442.71	5814987.87	4311982.15	4466258.79	2549929.12	2645011.91	2286548.56	3285146.68	3218480.71	6288520.79	6975127.62	7111013.57	17317413.81	20184393.90
