 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	43855663.39	35078888.88	34726482.38	18353454.73	8096178.4	26090393.85	25558506.0	23152934.65	25068789.62	2133336.02	1996753.16	282889.63	2530794.97	4447951.73
B	41045200.47	39780111.67	34103451.95	33095176.6	28392804.58	27034357.04	36506430.54	24414867.77	29796017.1	2554367.44	2429278.21	286805.14	1980105.94	9163021.12
C	39614251.43	35422542.23	35367190.56	28542602.65	77324347.4	22726140.9	17874629.32	27693788.88	30149622.92	3493946.65	3953335.28	2514756.03	2142371.91	4036390.51
D	37584039.78	27129111.18	24755144.82	22342750.12	12252035.32	15220774.14	10513196.36	19804682.85	18807889.14	2893172.23	2914785.67	2271324.15	1810548.21	6128082.5
E	40649218.57	42994086.85	52181909.17	35961529.66	11647656.26	30312717.57	10104740.08	22070149.56	21329321.22	3105638.9	3012225.4	1856125.4	1251088.59	3929561.96
F	39917992.24	41262187.13	34375108.12	31714512.6	13751647.75	8637564.64	12572464.34	26401175.41	17877035.32	2838009.09	2920592.3	1854973.62	2492693.43	3492274.03
G	38681061.89	37825723.97	36409448.81	33021080.01	12625575.5	19467251.85	24892532.62	21194036.75	18497058.0	2850034.32	3205397.56	705664.99	839771.62	175798.21
H	34691738.24	30209203.06	23678532.39	28226730.22	9240401.33	28185048.56	14462855.95	19921172.64	23754358.39	2435103.37	2696296.58	650157.66	1705674.52	141426.21
I	34744426.61	25385440.61	25106044.64	17853994.68	5599951.31	22827802.16	26600165.94	25696233.91	27657831.83	2769102.53	2734529.07	698385.06	1824256.02	127452.39
J	31947311.42	21535153.51	21235454.27	14960809.86	6076467.76	13959817.64	19160079.53	18735819.95	22401346.85	2517116.69	2381564.44	1598843.72	2036902.38	147845.37
K	32247741.18	32178812.49	30464062.18	33345508.11	32607724.38	16817161.6	13682646.26	34017244.72	24673557.43	3096450.76	3034152.62	1689736.81	2397659.42	155087.47
L	47939181.41	40069489.14	38893967.47	51123361.33	29085648.51	20076693.71	70994877.84	53298681.67	36512365.12	4754862.86	4407536.94	2223462.71	322940.98	136058.91
M	56471340.93	53889883.95	63079537.34	51753242.79	68193808.77	58209591.04	57556600.67	54876602.6	26660715.59	7011957.41	4847477.44	2097817.18	2909370.37	130496.46
N	37347270.93	34515241.27	34697479.98	22060319.94	52494717.18	15670798.3	26545902.76	37312809.88	28809829.38	4718061.21	4647649.84	2000639.29	2250642.98	131272.72
O	33054318.62	26058150.16	25292820.83	19848790.85	17301307.7	21816468.27	36097082.53	19707753.12	25827769.13	3501646.86	3763614.73	1800488.35	4963572.13	187248.89
P	34512162.79	28400251.0	25645831.35	24915116.82	34926638.96	18598553.8	35097236.81	17970051.16	19176782.76	3444622.27	3010674.44	1596236.33	370604.32	1260464.89
Q	30946230.54	25414011.04	23655425.77	23315836.66	66753046.76	26374692.75	26660796.16	24973585.8	18831194.93	3646853.58	3034607.99	2024631.79	323896.87	1109466.83
R	22011164.96	22942832.99	20587002.6	24180254.01	30839921.67	31642346.94	14680739.7	22513802.04	20867999.77	2916059.9	3074708.43	623576.0	2137018.65	811223.24
S	27123350.11	19688374.94	24509968.01	23006105.67	17840411.03	35106115.8	13980285.19	19101458.59	16998515.09	2657860.91	3442671.41	577003.53	457428.0	844220.91
T	30088657.26	25760818.11	28066339.85	33908024.4	8978790.93	26486556.21	21489456.25	25297069.05	20550557.55	2717343.42	2849622.6	826535.43	632782.34	515625.4
U	45910309.54	37648538.92	32108046.63	39038068.24	11340676.59	25217449.52	48846616.68	45377251.74	47650242.26	3990399.78	3500781.46	1896108.47	622297.29	1667686.42
V	35875501.17	33341055.28	27762616.98	27776811.57	14290141.47	20214976.15	18257980.36	21002225.99	22934807.8	2766770.42	2711246.64	3118239.12	2208266.62	1071369.76
W	37267028.11	34505800.68	27503518.51	36241833.8	6186905.88	24212088.54	17548135.02	34458252.95	26178155.58	3309410.01	3156488.88	3651997.46	3473109.29	905581.09
X	38283681.91	34308146.47	25355239.89	27611641.67	16634135.78	4768275.92	26115495.93	25972062.8	31820645.57	4409155.63	3538818.22	3854458.45	485615.3	491084.62
