 	1	2	3	4	5	6	7	8	9	10	11	12	13	14
A	56483465.85	43754657.2	27133205.35	24565308.7	7591028.17	8606797.25	29955310.52	17887040.25	60145365.69	66432222.5	66772764.0	8193487.21	65029252.5	17114114.89
B	61800297.79	72382211.73	57065501.54	52525539.5	48639322.16	50276139.72	49387198.29	34385318.8	67382785.46	67711603.32	70979326.87	8516948.02	42919948.5	36834238.56
C	73991823.44	85224563.38	81217730.37	61422023.44	45710593.37	57101756.04	81784882.14	19308910.29	41509011.09	37783743.51	44873105.41	49494143.38	61775885.5	42815364.1
D	67874755.92	66978658.85	67344467.31	68611109.18	74927974.07	38823572.69	69573831.18	11834801.14	17794670.15	33765292.02	38169046.91	52579266.61	22718043.55	69143041.59
E	66550430.13	94684577.76	130283802.77	83574964.41	37163955.41	68590056.29	65220633.54	12576798.03	28830748.51	39898008.75	42729968.07	38123920.8	50463592.3	67525479.12
F	77597064.82	76202471.72	96267463.32	73745721.86	28287943.55	39220347.75	27810478.12	11555812.85	26918598.77	41500450.19	69532130.91	22152060.35	42010668.42	64811200.76
G	66682311.55	48183297.43	59337646.84	58286081.3	12848883.13	26296862.82	39049553.93	16906968.73	37155531.63	51192752.56	57604348.15	31975444.52	26918420.31	2923864.73
H	66732244.12	69757551.86	49868247.28	53013750.43	15639299.08	46179649.68	39878934.36	17118587.01	52556208.94	60381713.59	74225549.21	9634686.38	56795156.07	2513763.92
I	46471205.98	35283952.98	24437695.15	26860950.1	6753896.05	12982305.2	38085975.23	47418249.18	63655316.0	102667648.96	156166806.37	14242729.72	64969803.04	2349960.88
J	49088576.08	34204529.33	23233633.43	25091602.51	7071936.99	9200882.82	28219491.48	21552316.47	57629831.09	93616000.67	99978674.61	36473546.59	55564877.54	2694088.61
K	53125272.45	37698489.84	38206618.28	39622365.04	17051596.37	33793185.26	25382376.92	33092098.29	56446764.14	76691695.15	94506475.48	35574773.14	57706915.35	2472560.98
L	74967338.04	73661776.8	62563021.61	50058844.62	27383577.91	49607212.04	50410727.93	107685095.61	74653001.31	116642999.64	119160449.64	66872943.35	11683205.03	2073337.57
M	95810340.8	113352906.11	123946632.27	62947580.56	79735946.93	57842000.58	61745423.97	114013374.94	56710861.39	144304608.3	162268924.71	66417667.98	53479054.34	1869623.72
N	64755455.28	84649922.22	59251059.25	41405655.28	42962356.92	31731440.65	46448737.44	156434071.56	49718718.11	114902657.77	158949067.58	29733762.37	13408622.64	1617647.13
O	65456906.26	58263579.2	53943790.16	32555025.91	33136289.2	43680331.56	38725447.16	43605874.04	50539020.7	65814539.23	91894266.67	19258282.05	46473127.56	2487783.51
P	62650017.96	72880131.45	45394562.6	50889270.25	70331082.77	34432716.8	33299614.11	71733889.84	42139069.76	80729054.67	76989484.21	18607954.2	4670901.03	16199013.39
Q	62109862.16	54162149.97	43604732.94	53913690.97	116089796.35	48226222.6	46983449.71	127936778.96	41604155.39	74204029.26	65529270.96	11945866.53	4885606.32	8130266.69
R	53966672.34	47201904.25	37824005.01	52287269.89	76527900.37	54398387.07	49601184.32	67958171.12	38107546.18	69321682.93	79850661.94	18039276.27	68749905.55	14169033.87
S	46654069.8	39312975.69	44746110.34	49420586.21	41097270.83	33288434.29	55245794.75	28703958.29	39380536.16	78430267.79	79442451.01	6454669.4	5815999.48	13111848.61
T	50799408.21	42361728.88	49189820.21	59506766.64	13927957.86	43944204.07	54364507.67	24705517.01	45072439.73	81809575.75	88201451.89	16201813.61	22737361.38	12752549.54
U	52131611.44	57283775.71	49002274.64	67745261.2	24495434.49	37305204.25	49552752.81	40610323.92	45695032.86	79627401.82	68066624.87	30103062.29	16749442.98	44797170.66
V	64005230.12	63802957.52	41828251.22	52376031.78	19468297.05	70689508.61	39591052.64	23989755.59	36819864.81	72305818.51	65038391.71	102207485.78	66178818.63	31322610.2
W	63372998.27	67219486.55	51029428.81	61497251.38	15010142.71	98227851.52	29148263.2	32158368.71	42716800.31	77579565.96	71733025.99	93181426.32	82666947.35	16793498.38
X	62701233.71	58221131.29	67563586.64	58583987.04	26687872.76	9480092.33	37736981.47	31066470.42	49033351.31	99318391.48	83857437.97	89707327.02	15191105.64	8522397.06
