	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	59916143.11	62376624.4	55353334.4	47572732.02	43691174.59	36939145.33	42835460.71	44136331.86	52547739.38	44377231.92	53177455.78	100644809.52	52225204.8	50544520.51	64618106.72	69327895.15	51909728.16	61369831.47	53591827.5	47599458.94	46853153.91	46853153.91	55760573.14
-4	54581434.85	54157476.12	57433095.81	45677180.78	30864095.43	27350493.24	33401682.32	34629478.4	45796169.65	39894740.81	47569614.28	101627442.97	47453756.42	40116146.42	47863282.12	68450218.2	49835052.72	38977403.88	44593071.46	54808817.21	40196123.71	40196123.71	50588191.2
-3	39605363.32	40222687.12	36456133.32	36881975.14	40940564.48	37213272.17	30950010.77	28849195.07	37464948.24	36247842.98	41945222.81	86186377.49	38576471.5	38725568.91	44400864.22	52758562.48	37741959.27	48266841.17	44793007.12	61141214.93	32334105.24	32334105.24	45687123.07
-2	41034632.89	46182704.53	42558322.98	41771995.42	42367975.16	43247055.06	35449730.31	40226889.05	37005945.33	34952489.8	28198843.32	94979581.0	28971534.63	42965405.22	43375135.44	53348881.56	42252335.1	39072267.7	34070751.57	38184851.19	27840155.93	27840155.93	46018380.86
-1	23967798.86	9906706.09	25244896.64	26503219.7	13681794.11	24864876.35	48339729.61	70794005.52	59181049.45	28172115.83	28485669.29	77117153.25	15392347.86	32193789.47	10823801.3	10680812.65	16539909.69	36598225.78	36634281.32	25179074.42	19845966.13	19845966.13	124235897.8
1	5684626.79	23300953.59	78372814.99	49490626.04	32030189.28	26236107.95	40145237.9	38853460.44	33707090.87	57166342.4	28584618.19	55022739.03	33755387.0	26709922.58	12643457.91	17753377.63	38011422.88	14982780.6	16557396.77	42353732.93	28440852.12	28440852.12	46076272.54
2	24691900.78	14610625.7	26742922.26	33505804.96	23643261.23	22010264.93	39619743.63	39785433.97	50828624.78	42888217.09	47311894.44	75762469.77	97903146.72	29111953.2	25564065.05	43778284.13	30139312.15	32815325.23	25194097.89	33742648.7	19444407.38	19444407.38	85785486.78
3	22260839.45	20228470.14	21721702.76	53533025.14	18170441.51	26097534.84	69352779.95	98067751.45	45842198.8	60377943.66	68880850.37	51000767.33	42202128.22	26813257.0	11994377.7	15048575.38	15522949.22	14763457.14	10846384.96	9225957.61	9440525.64	9440525.64	17680664.05
4	37901010.77	36382171.28	28898908.83	34224187.02	33963867.66	31529607.09	31644717.73	32441735.61	31513589.39	39809824.18	41078361.26	33736927.74	50853810.16	41218414.91	40839852.05	47440717.34	43902279.31	30450704.06	31941409.06	35292932.63	25064081.76	25064081.76	47799805.45
5	106011303.63	71807211.94	57531213.86	69299153.72	58878871.48	68550868.04	51845547.53	64310758.07	66969601.39	62261428.3	88361246.27	89420764.91	73410011.06	58746045.78	61013789.14	76243945.15	49034275.91	54947787.74	46028510.18	41288984.79	35806034.43	35806034.43	35091461.71
