	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	18332961.49	18596987.87	15639669.53	13740910.74	13120028.99	11792246.65	11269824.42	11431289.47	10556635.03	10562760.97	12535682.47	14488249.95	9759033.55	15165719.13	15131034.35	13801811.55	16951519.22	15550467.62	19239889.95	19303348.91	14525051.95	14525051.95	14582501.53
-4	18732938.24	20252603.81	15594944.7	12899889.05	13537994.06	13732431.03	11005955.41	9697979.49	8636272.36	11498460.27	10991926.48	23326849.03	9177949.67	13460884.24	13684896.62	12979119.93	18046943.51	17689493.18	27407348.57	23080786.45	17310013.99	17310013.99	14282136.38
-3	15539143.18	15206149.98	13379815.39	12933977.47	13343668.91	12437972.11	7651580.33	7416981.38	7159676.8	8016437.55	11887535.24	25443577.83	10328994.7	13370893.69	8441507.42	8578588.64	15911232.15	16755322.16	24743908.61	30144290.69	18044955.96	18044955.96	16486721.54
-2	24821007.18	19201642.24	14728340.61	11282390.8	15187781.19	12411331.78	8893660.74	7349876.33	8938143.79	8578744.9	7684182.21	21270741.42	6314601.15	11381663.36	9881346.88	8621427.84	16953289.64	17753345.46	28716233.04	28350639.21	19963316.21	19963316.21	17148011.86
-1	4391820.49	3138527.34	4221853.91	5075722.07	4758934.07	7840947.61	11971780.67	31246946.98	20252920.3	11596217.72	8295166.07	11190288.45	3814366.43	6401282.46	2813918.23	2234025.04	4249207.05	5278275.2	5610408.73	6863805.25	15320318.27	15320318.27	14247431.01
1	3200831.46	16072786.3	19828215.95	15038735.16	15370781.22	17497139.05	19796986.82	12352722.02	5582880.03	9925873.93	5833250.05	10142975.25	10437307.12	7728858.16	2202991.17	2609654.05	12332347.94	6790263.6	34828448.76	31899256.13	49540556.1	49540556.1	15721357.77
2	11015218.48	8560405.93	13515710.76	10864912.39	16641274.77	19360949.14	11941469.34	9232422.19	8534984.31	9304614.4	13415898.37	18529995.92	12527732.86	12726554.29	10014381.13	13483739.35	13709750.74	15316957.76	12044875.49	13541968.75	26112534.61	26112534.61	19733254.64
3	10817591.62	11181991.51	10360262.97	9590867.12	12766212.54	9631533.98	10722382.12	10812968.4	13320439.33	14797924.71	18166894.73	24966301.23	19561550.1	16433957.81	7449380.84	12055000.12	11167951.59	14804360.75	4869581.11	4111193.76	4844908.41	4844908.41	6155052.27
4	17665816.21	12791657.17	9053139.02	9861003.87	10489224.32	11777483.3	9031323.53	9043994.57	9548008.92	10483364.48	11119259.58	16445020.02	9742898.27	11604287.35	10681890.97	12263905.02	10187532.06	11414381.81	10089104.2	8636482.26	6712754.69	6712754.69	6450144.29
5	15449200.73	14376405.96	9864161.33	10866946.22	11261974.1	12595810.34	9850790.74	9552108.1	11325418.64	11060887.92	15887345.61	17599251.77	16377678.41	13848622.55	13233645.26	15174111.74	13525392.47	13842587.14	9127604.05	8695959.4	5576943.3	5576943.3	7780309.21
