	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	150472083.55	156611374.96	133829902.02	98526854.73	117473275.88	112247169.05	102195865.67	87137978.12	101046745.16	110542458.26	100751182.28	157617869.6	61494467.69	135903710.06	123156310.6	143210051.41	131399473.61	153952296.02	130706762.01	137327011.27	129449939.55	129449939.55	153370477.77
-4	147636321.52	147176851.51	128115702.57	108290858.58	89796154.4	81824810.49	91570024.8	85617509.39	96243834.7	100275925.75	74678497.02	196232688.13	68930889.32	94921441.19	102424588.01	118481605.58	133487822.71	96342454.03	145532344.86	187250391.59	118217545.32	118217545.32	164908164.81
-3	120147546.49	109720209.9	99889265.85	88186067.96	107301024.61	106203868.5	73721187.6	57124486.94	72481930.69	81437400.53	75176889.67	171028973.48	52800737.75	97233335.73	75045614.24	84447607.22	91455953.27	119196872.82	117920598.32	179717995.42	129819474.84	129819474.84	181989096.93
-2	124124162.07	113421680.53	107446774.01	103288854.25	107591353.69	95961304.21	103309729.35	78993938.51	80631644.37	67646895.75	49956462.19	134610973.52	38412945.28	85047053.87	77096443.86	81637695.05	109974413.13	101159245.87	91902651.26	125763950.49	93893322.89	93893322.89	115175432.06
-1	33713101.47	29706082.83	43506369.45	51691247.62	30025523.47	62790161.83	93338099.23	176160137.49	93844011.32	63775126.01	45847233.1	109322842.95	25557598.12	98348340.35	25787170.23	27326397.81	51944570.61	40912687.99	61194936.08	88178369.57	58888770.56	58888770.56	240478435.24
1	10867187.33	85311191.28	193175952.04	69802813.91	78521807.38	54268690.65	63470177.77	35007994.95	58028572.04	80162521.01	72552537.19	94332730.04	71305200.88	72009958.48	43070491.31	69974176.12	89961185.24	33307072.14	47435859.26	59829486.13	57696797.0	57696797.0	108975422.99
2	81153110.94	46069124.27	94302285.49	101952715.55	88280704.79	101095704.81	94583682.79	60014262.2	64377116.25	65746361.37	57107881.95	121566304.31	52480667.38	59313293.86	59577742.39	90120818.23	69096120.43	75314789.13	38027926.22	85424366.22	72235307.65	72235307.65	127788297.86
3	182693880.16	86801099.5	61516965.95	95167995.77	83318323.1	77218360.63	69796241.4	102886030.19	103740616.51	60850016.01	85693123.21	150735155.05	98562601.69	61356464.23	31045790.24	48351253.13	33331689.76	53458797.13	17351589.59	14044602.27	14135601.38	14135601.38	27639763.46
4	70691615.78	87718119.82	68265296.3	76383705.38	72812198.9	67118228.34	63667546.24	53761954.94	59358517.46	76291649.79	86344817.94	80218369.16	76115605.6	82303906.27	87795218.76	104648329.03	83385438.29	72108504.57	48366234.96	53647924.4	29537822.77	29537822.77	50786242.02
5	161992671.81	131065418.24	103402883.58	89556131.34	116681571.0	113865009.9	81303749.21	80323612.93	87442475.97	107601681.46	84513481.83	185573841.79	70935409.73	104798401.94	118555641.78	144271412.02	99641254.52	104647029.57	70074617.49	70548547.44	46740231.88	46740231.88	53546866.0
