	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	44752882.82	50071139.0	38519558.02	37228046.49	32605827.47	30753239.46	29692766.57	35379862.62	34222100.67	34604472.85	30227257.58	62824380.55	30910906.12	41070786.33	32181316.74	32988600.42	39275336.05	41736703.33	54003918.93	52724200.35	49278411.6	49278411.6	51990927.55
-4	37219003.63	41422020.91	38658020.15	38315567.26	28793746.56	21833677.83	25128035.64	24813192.45	27396907.16	26015095.01	29842243.28	56556162.59	34598832.03	33150219.7	23708615.85	22645187.44	36351030.32	35060983.29	55759516.75	68217355.53	62718124.04	62718124.04	83011044.26
-3	29209067.38	37020551.73	31999018.42	52583001.37	36253549.23	29945550.62	23165016.26	21203716.96	21661441.05	28270247.91	24141035.34	58065659.53	26922302.13	33996170.29	20825061.34	24730716.89	30545771.95	42347442.32	62276909.71	85553568.41	62418130.36	62418130.36	91106320.33
-2	38270446.86	34815852.53	34180913.58	82435040.06	34413660.43	32220189.4	40248171.66	29061451.09	27029557.56	21945839.11	19099680.77	66314414.55	20573724.33	33907295.95	22333787.36	21157042.03	35682458.6	33913138.2	44509222.41	56430303.76	41721547.09	41721547.09	57551271.99
-1	17194038.05	10621542.26	15466632.65	21387117.99	12361309.84	25558828.7	36633467.5	50113573.08	29738409.11	21906028.85	24089888.47	119768970.67	25195811.57	26074803.02	8223358.74	7726157.25	17107419.97	27284725.68	67279176.45	53768928.3	34173757.8	34173757.8	189558029.53
1	12400158.24	9587049.33	20534019.19	31786201.41	20247207.13	20443874.75	44115482.82	45647274.47	31552927.39	38738789.32	49180333.35	86644478.77	56177454.54	39272077.9	7345289.15	11598505.05	17178503.17	8623412.32	8908926.57	14332996.08	20931062.03	20931062.03	97463298.86
2	20509719.98	12450535.84	18040490.02	27548984.02	25029107.54	27067218.45	34855957.97	34963010.79	30427997.42	31754804.38	34000113.82	58556294.59	51156625.15	25485978.25	10732535.59	15488105.99	20418691.09	30272180.47	40500445.52	58345084.2	56625579.17	56625579.17	178758337.17
3	22486583.41	15672246.04	14436047.71	25679808.04	14607821.32	17309389.4	48352755.87	61711328.04	51246235.97	38591581.28	35722929.54	36185292.15	37908208.45	19363881.25	6823595.27	9189249.74	13217546.89	10722597.5	20654177.07	16322251.37	18456611.81	18456611.81	31235760.11
4	39325523.78	34849945.56	23697117.89	35020373.25	26995236.68	25332492.44	23533594.64	25023451.2	24208605.5	30933850.72	26086669.58	27379966.25	41171529.62	32408045.1	17327303.62	22478890.18	27077228.81	25146187.66	32769369.22	39902008.62	28908697.86	28908697.86	38710901.05
5	629799.93	566812.09	2404646.68	1265876.81	750470.24	511951.22	663421.41	614277.01	755224.61	688691.58	989088.69	1218014.76	1144461.54	781151.18	747509.25	708019.44	759263.16	681480.36	762380.5	581031.5	614325.8	614325.8	671814.19
