	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	71537211.52	77919297.02	68026541.92	59228037.97	53975777.34	51628157.0	53234416.93	69235141.1	70294977.89	72561118.38	68881623.69	111694599.03	71814114.0	64086009.48	55364809.76	55715128.83	62354993.42	62815708.24	72269746.69	60077299.58	55035885.0	55035885.0	55953456.43
-4	64952655.97	74968473.47	65298768.96	56483281.38	46710663.92	37375079.48	46775273.21	54387037.79	58525837.06	54790047.54	61006561.07	123691639.21	64443266.07	53805340.49	42390993.09	45313246.16	62391585.6	52337824.12	67035092.28	108532315.6	53632132.76	53632132.76	92508892.83
-3	54956276.75	57830081.39	42894555.6	46055882.84	49801868.07	46802914.07	41305767.97	40392676.69	45197801.17	47516721.71	47331980.75	98259292.98	49306473.1	47853989.95	33490768.35	35767682.89	44447755.54	56356025.43	101826362.75	112229229.16	68132165.75	68132165.75	90275632.33
-2	66514797.88	58011295.46	58321470.74	45197993.13	52574827.78	46076858.21	66368339.11	56178476.12	45832700.27	34285892.54	32875166.03	117156293.06	36630770.82	52357054.76	29065607.07	33567899.11	51701065.93	51670918.25	61078454.45	88341533.47	66610505.51	66610505.51	65694929.25
-1	15454220.75	11627396.93	20318642.72	22045531.67	14806942.33	30791187.61	65121195.11	106477009.7	84237309.59	38676216.94	30039843.0	86985846.54	15517125.71	26582351.76	9254194.63	10629128.74	22735326.29	19619768.0	28616426.18	65543463.33	70439612.72	70439612.72	36125810.26
1	4360818.85	19583838.76	45130971.8	34965285.25	34695972.95	31151895.87	44430540.72	58009839.45	47273432.15	66366980.62	39059324.33	57586664.25	54486523.94	34374152.64	12943689.83	18558305.13	46504845.15	14406284.7	21267002.32	86925793.32	41078433.3	41078433.3	173587723.82
2	22888069.7	16927855.52	33603742.27	36961865.93	41445085.06	44545297.0	46120577.74	49044839.89	51935763.07	36755147.04	60906555.19	85670720.58	65976736.63	28847990.02	34141658.08	42345969.41	28479767.54	38534381.58	18008393.07	24749112.11	60258061.44	60258061.44	99187972.06
3	30468228.51	20638024.25	24576943.47	34347600.38	22495963.46	26870078.35	59783976.98	80115781.55	54623282.71	45518972.28	68167198.85	51841406.57	49976146.05	25953535.41	16640868.59	53274388.02	16442494.26	19903899.89	8411016.03	6765763.52	7618627.45	7618627.45	27391223.22
4	36615491.19	38254376.46	30962645.49	38665025.11	32556051.65	29080091.02	32633156.51	33197663.97	35335162.33	46093955.23	52201061.73	38214528.07	58408645.99	49922419.18	46254971.23	50749019.45	36405114.93	27786621.67	21617473.32	20688402.7	17429903.05	17429903.05	24837606.76
5	7831056.48	5854878.63	6872708.6	5646410.22	6879474.47	5803377.73	6353750.6	5487471.09	6869931.54	6214382.04	8198072.14	7930659.86	9238996.69	7836353.29	7231176.07	8177865.16	6623895.98	4777388.07	6327683.49	5854249.27	4338897.41	4338897.41	4708942.14
