	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	157159580.01	219530872.8	179586825.21	135869886.84	135219247.19	115435958.05	148458791.09	164291321.57	188084091.75	163965677.13	188360685.58	361172497.22	175071224.16	184245793.2	198525976.22	268969285.6	220224326.59	256194732.56	215378383.25	217741562.51	193007447.35	193007447.35	209327298.29
-4	142655957.26	191433395.5	166670785.33	136550290.46	103689160.87	96965881.06	127709163.9	144308847.46	161624383.57	140460096.67	158690575.41	315169400.89	181637522.35	148183259.28	138141207.32	146029497.34	191103220.82	150246375.98	209478705.7	245786076.33	140263727.7	140263727.7	226412504.25
-3	109446595.07	119649249.91	116578384.4	99935112.33	126703477.61	107858475.87	133626516.85	104701751.6	133640881.19	157011566.17	127032216.26	327799325.7	158247852.92	143990970.4	152274184.94	193689291.47	157075337.25	221663417.62	219388009.1	257852447.48	187293363.69	187293363.69	248174868.67
-2	161879955.61	146001318.11	121049609.14	98097584.19	158355656.07	134184588.82	227510838.88	143163764.57	132205110.05	105180051.47	100398081.31	224540004.35	112686550.74	164818171.33	126534996.77	143749341.42	189918919.46	184093350.79	178410139.24	172422612.94	145833276.34	145833276.34	194299224.14
-1	90113984.37	66473649.92	86769168.82	52342830.27	67058271.75	90134341.4	162096750.94	145342675.77	136649275.43	118113327.52	129451656.74	418707867.31	86484228.05	180717488.44	67623581.57	74057342.59	129000206.48	144880767.63	172158649.86	139177231.78	118642464.81	118642464.81	274145210.88
1	36116081.49	52376142.08	99823385.0	67279595.3	83390679.9	93441327.68	194992595.38	193693860.17	147374106.18	145761882.95	257431725.12	300203252.15	173157039.7	206392851.48	85612802.58	122514441.73	121526713.99	55263841.66	38660346.42	78038727.56	61350391.36	61350391.36	233281581.35
2	90867703.41	48819822.65	82282805.96	61637290.84	102630759.3	107899707.9	153257298.61	157853127.79	158539641.81	132872405.58	161758133.8	212142641.89	256981961.23	103466617.77	135107084.41	215929409.26	131217371.45	146268859.14	83464976.13	118033032.04	128098454.49	128098454.49	178057882.35
3	112613488.05	70803483.23	75039558.55	81324966.66	80913526.02	82923525.27	193513287.6	178726278.73	153074510.51	127444824.07	202188158.12	138282287.4	224814374.67	112775674.78	105073504.59	188036027.36	78052973.76	63422294.94	37724237.87	26611551.68	24556263.03	24556263.03	39268364.54
4	92105114.98	113795539.57	121825243.96	166392304.42	108055783.09	93307849.28	136468660.3	132366348.52	110468461.61	153403661.51	123918532.32	110144330.14	125978449.96	126287058.47	150600615.5	237913433.93	147244574.2	101546294.44	86652468.01	103940970.99	52013398.32	52013398.32	81712103.32
5	148501043.03	149759811.41	120662618.35	119528071.28	112196923.28	153652900.91	118435786.15	121354165.23	135058096.09	149545188.57	149214434.44	224363179.43	121381348.98	145536971.81	113922218.47	133986313.82	105971157.6	109177158.04	87887215.71	97363527.25	64718149.81	64718149.81	87537361.46
