	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	95272866.5	110808738.5	101830800.23	104718122.51	106830419.07	98346370.85	90148250.5	104091991.99	98917814.77	110540257.12	130203909.43	253575409.74	143104463.8	146907919.88	125650481.74	143204746.26	124266113.23	125764301.46	120284390.22	110848416.89	113791934.33	113791934.33	123380315.39
-4	100650524.21	106342920.04	107334606.89	110280646.36	92731071.37	81378005.01	92853440.48	87732113.68	102041926.69	92086155.68	125049788.86	231431450.28	177086778.2	118584823.32	109138257.92	125724048.28	119223896.36	98570481.28	115821892.77	127343189.34	113564998.61	113564998.61	141976690.18
-3	83831720.19	93030583.97	83762913.23	108876933.89	114279861.37	105406072.72	74624848.46	77892681.57	88581859.06	89422618.9	108899621.52	168524029.83	107545965.92	121064558.65	101002258.26	113949369.11	116673708.63	129450277.61	136206026.07	140598735.9	118401448.08	118401448.08	144850676.75
-2	99205100.64	99566443.48	92237864.77	100818630.51	113568391.03	94342326.64	80387170.27	86557385.12	93146985.42	100950789.65	78519178.46	203874511.66	93967977.22	122064332.78	96649374.44	122592187.76	121601820.71	126434338.43	130954189.51	136772270.51	101737810.04	101737810.04	130364923.77
-1	55520471.2	46822983.26	60735013.83	74676924.52	62586752.98	75445059.11	84909722.27	99528701.91	71054348.73	62340565.83	103897581.88	341529388.33	67190188.21	118038486.3	41835571.82	48283060.39	109279927.34	152237877.61	269960799.22	184092647.93	139567904.98	139567904.98	300967537.54
1	48307484.74	29729503.87	55319708.75	72349014.51	50659803.65	76156181.25	179449455.32	143374205.12	89806235.46	86206327.47	185338568.2	303375213.39	150915299.7	91565747.24	54434596.2	62128013.76	105448407.79	45167113.31	31089503.64	37932443.76	62396477.75	62396477.75	212398456.9
2	45499258.91	32062870.69	50671434.33	74702309.63	66137142.95	86493762.21	94294175.37	98236391.36	131353060.54	103005830.89	152200879.91	217059699.17	251543715.02	101141531.48	83518730.56	126040819.77	86609601.1	86927761.7	62531758.1	81757111.18	132428706.4	132428706.4	286247737.41
3	53877165.99	65263004.12	43998774.09	89736949.94	46378007.47	65948151.74	128225750.86	166455248.41	192425333.31	181133328.28	282517608.63	92258600.52	118901682.78	54475523.79	36221303.85	50714552.25	54072557.92	35599201.38	38790459.4	33489880.18	47725114.43	47725114.43	59598202.96
4	121134387.7	104589438.62	77820417.6	94736287.19	95580702.75	88080936.49	78005576.87	75133349.82	88958554.89	101787137.05	111506117.5	93705957.21	135306059.18	138361749.44	120948224.11	141993893.42	113122104.38	90168328.08	94825521.4	92947714.0	83142327.88	83142327.88	93502673.43
5	137344069.8	129679024.1	100367227.8	101627995.17	109709650.27	102050301.69	102411170.02	122683575.79	139944742.0	131188959.23	173931245.92	173922552.57	169901226.91	148541596.49	134300144.32	133225332.51	127927729.15	145388921.99	147605428.18	125658518.56	142986935.87	142986935.87	110403151.82
