	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	271165629.82	258535145.15	233501265.63	216392659.63	198543873.16	186034807.72	155549538.49	185009416.35	191550297.93	194332007.75	212485945.07	344642079.37	214779615.17	212877022.75	188471456.05	216811124.14	255351615.72	273816901.97	283982526.28	250704305.46	258283797.81	258283797.81	190536929.81
-4	241883700.05	250990156.8	216182147.01	220225499.26	177914955.3	147748585.51	150488185.29	159276791.24	185245005.58	159184760.78	165169132.26	347238406.86	198713361.93	195936448.72	133699564.69	164865438.2	238406323.91	223301565.76	280796248.98	328504801.52	227702084.74	227702084.74	328975805.79
-3	189650561.78	205164830.94	163469004.88	194279465.53	183427173.85	166736624.54	129481015.98	102689941.3	136506242.89	136447996.98	167246258.61	387564882.23	208007479.6	187820235.41	105061449.66	118951479.74	189611396.56	264899761.05	331303813.82	377078475.2	220022197.0	220022197.0	297952119.01
-2	243398955.79	249223789.57	188641167.3	225910062.35	224700900.82	181481810.48	138325772.89	122565735.19	147028134.21	134153054.34	105624689.0	295274232.83	138241433.48	182897044.95	118552124.04	128550607.47	221729674.11	231853743.99	258339561.29	310974083.73	272387488.82	272387488.82	215203403.56
-1	96031642.82	48003192.19	84166818.7	81005549.74	46647328.55	152632729.18	305674970.77	323917283.55	222803330.28	103030987.96	121734024.86	247547640.63	67295213.36	87251928.09	35561971.21	27470242.31	62002455.96	49705346.94	101090550.61	140194088.49	349551947.37	349551947.37	139786297.14
1	33811823.39	443663605.34	254764261.02	134396307.86	167040784.29	123589143.35	130645573.79	110976986.04	103229019.04	206800987.56	92472513.93	229317120.73	195829418.07	118342642.94	40712226.94	65914443.21	147385545.1	81219310.96	154744168.92	237546550.02	118215716.87	118215716.87	182898389.41
2	199521559.69	139896941.48	161622975.51	141870101.5	195876098.26	203619629.15	179639603.72	139671176.97	112937273.53	119138682.7	116225582.38	230514737.14	165722299.34	106562670.65	140243814.89	180493458.92	142966927.74	139974354.09	92273215.35	159902358.07	190953822.52	190953822.52	185314242.53
3	124003601.58	133491637.06	101951263.69	132202409.66	96192395.17	102985773.46	195871439.28	283388089.65	247012285.29	137582025.51	243839706.98	456795070.17	297867470.24	156905712.33	111009687.71	229148731.34	66388471.57	63411366.97	36153306.29	31128697.05	28840672.2	28840672.2	44701103.54
4	156099179.67	172356552.26	135275625.92	197752006.12	132750787.53	123832550.22	123330898.59	123941819.41	129300330.88	149532921.99	135715450.7	236546312.6	189511838.25	149410391.9	241511759.06	246619547.25	146243464.65	116810677.12	70639351.0	81280049.58	39366248.27	39366248.27	42208150.94
5	41959335.59	36512191.26	36609004.12	22321751.15	40956343.37	30985423.0	28493703.1	20446872.71	30144071.52	29133594.5	41053532.63	57993320.18	37081891.1	27012849.44	34253471.41	42835729.23	29996003.88	29436243.98	22103462.01	17012907.36	14336994.98	14336994.98	13885366.39
