	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	3641933.04	3704910.41	3795161.36	3976429.27	3348119.9	2853827.44	2763839.37	2834456.74	2808820.4	2826825.94	3676908.81	4646208.47	3826032.67	3916160.13	3277316.27	3296714.61	3570836.66	4117636.6	4455970.71	4327936.13	4749622.81	4749622.81	4471140.75
-4	3881208.27	4301087.66	3848413.99	3940440.97	3212343.33	3513598.8	2900727.03	2549822.69	3210728.83	3148003.99	3288988.91	4250950.09	3965245.76	3689965.17	2987764.88	3391724.9	3803541.29	3430935.33	4248144.2	4182149.08	4579615.91	4579615.91	3906353.07
-3	2436090.85	2782494.54	2881211.96	3341562.41	2795060.03	2565745.39	2137238.88	2136104.86	2460642.08	2446721.93	3017781.11	4259448.98	3208757.39	2897071.06	2930796.14	3401076.03	3582217.77	3200863.32	3337094.22	2957843.64	4507991.85	4507991.85	3795662.33
-2	3407827.95	3348896.48	3184228.31	3829014.51	3724814.47	3414044.6	2382263.15	2302017.21	2821593.99	3071508.33	3190169.56	4953483.67	4679195.16	3709500.91	3153249.91	2983575.73	3497315.68	4104753.32	4767325.84	4529757.35	3811148.04	3811148.04	4184181.68
-1	3322090.35	4246965.9	3270362.0	3567749.56	3492685.62	3156224.2	1840486.4	2080412.83	2636515.69	2884282.93	2414210.75	4043660.36	4055092.36	3497086.93	2345171.83	2460269.05	3591952.99	3524972.68	5064214.5	4563202.23	4492286.18	4492286.18	6005032.98
1	4014231.64	4916580.51	3325082.61	3571919.15	3269585.05	3282508.21	2505636.54	2240463.5	2769458.31	3306544.02	2495684.58	3930846.15	3895836.03	3315482.44	2736980.66	3570154.63	3476638.14	3778081.83	3937592.51	4006840.14	5109138.92	5109138.92	3848795.3
2	3173081.01	2951108.52	2657353.51	3144664.42	3038679.53	3201294.96	2453855.61	2180007.62	2537664.57	2652892.13	3205978.99	4755841.57	4774554.98	3119706.7	2805598.77	2403431.6	2730748.66	2993486.25	4519164.07	4075084.77	5344198.96	5344198.96	3644324.24
3	3710886.87	3208128.77	2983161.52	3526493.42	3333390.08	3417453.63	2764191.7	2360821.89	2525076.58	3073657.08	3571845.88	4615199.6	5038274.37	3089762.62	3076559.96	3059638.66	3247427.52	3324722.94	3837357.41	4277980.83	4076564.19	4076564.19	4313260.35
4	3897528.76	3400527.09	3226782.49	3495384.62	3548903.48	3188555.54	2396451.23	2417365.57	2702448.08	2922185.87	3614098.65	4412385.08	3816591.27	3314914.73	2840038.64	2823507.55	3040129.06	3119854.24	4520028.34	4048999.97	4950591.54	4950591.54	4425861.07
5	3514490.2	3551837.32	2715812.16	3412208.14	3531511.52	3711266.65	2660544.56	2751035.43	3009822.46	3117046.42	3546964.61	5648966.37	3833559.75	3349415.57	2838978.41	3122176.56	3642250.11	3472231.91	4241367.93	4368998.59	4179600.53	4179600.53	4733785.53
