	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	14956446.61	15398317.1	13373935.33	13812909.08	20883578.75	12074299.22	11109778.99	13368924.57	14341677.5	13256022.88	16047443.33	24517130.54	20654011.58	17993317.64	15414327.97	14801201.87	15465035.44	16273421.13	19703842.55	21190130.13	22979605.12	22979605.12	23283116.81
-4	11756139.0	13667642.58	11556823.93	13041181.73	13858245.55	11763209.62	9802694.89	9743564.71	11371701.34	11801983.56	13627905.96	20565218.91	16215120.41	12952556.68	11164622.12	11501402.13	15215432.54	12865791.77	17107677.5	16234814.62	19646823.89	19646823.89	17615644.59
-3	7282349.89	7051835.34	5808175.74	6572977.06	7936522.27	6752032.42	5499872.03	4934753.08	6377076.82	5778776.25	6397322.42	8267493.32	10148579.3	6910955.75	6249120.14	6686419.21	8168940.37	6920177.54	8193424.29	7258656.54	10513746.94	10513746.94	11229324.95
-2	20864101.73	14101923.8	18593280.84	18959451.15	19799373.22	14689385.25	9137254.57	8553652.71	8676545.25	9957998.01	9206152.24	12784106.09	11254541.59	10881407.63	9968775.78	9861097.85	10398128.04	12167284.38	14300535.45	14952474.72	16253102.04	16253102.04	19666270.05
-1	12489811.3	12444721.37	9743958.17	11815629.3	17625484.32	12768576.33	13269899.47	12021637.91	11383462.23	10176618.38	8042562.55	12693743.22	12313818.42	12016706.29	10495962.08	9540142.32	12609365.54	13151479.94	20319281.15	25130261.39	22096386.17	22096386.17	21902243.38
1	11323518.43	12774640.85	10930685.08	10837526.87	13578114.27	10949844.31	9037737.21	9527206.2	10332818.81	14400647.2	10980772.99	13929196.45	17312157.63	14663617.18	9608549.66	10063428.44	12067196.39	13426390.25	15600129.27	13741563.64	17343102.06	17343102.06	15002854.5
2	15002413.93	12554991.03	9299658.52	9671749.71	19846109.76	13276693.54	9651380.17	9607846.27	11771024.84	12034665.04	17560762.56	19424739.64	17265716.09	13942780.95	12794981.42	11610305.75	13603078.89	13974944.78	21591075.35	16027984.43	20577650.24	20577650.24	18606081.72
3	12611935.87	13066342.84	10281541.91	10889537.05	15390696.88	13198659.32	9856021.46	11087709.71	10036593.56	13223827.2	12742035.62	22132001.49	16777342.88	13222790.82	10401554.27	11555141.11	13142221.09	12959755.35	16685523.68	18091991.46	17208741.55	17208741.55	18076331.87
4	13668609.03	13668725.88	10212835.67	9412410.74	13857904.2	9850723.36	8456566.76	10541141.97	10683912.3	10720542.3	10589609.63	16631850.12	13833668.07	13782973.69	10495229.71	9635213.5	11605203.95	11554378.06	15304927.25	13605876.52	13137369.84	13137369.84	13394572.37
5	11406272.14	13919437.55	9097853.71	10065673.04	11367923.61	12801591.24	9480633.43	10732515.77	10640144.83	11087403.23	12316870.57	18567286.57	18610975.88	13740370.66	9952389.32	10957542.11	12589596.72	13145530.78	19286289.08	16185764.32	12858158.75	12858158.75	16655867.81
