	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	49398205.76	61128488.23	55979611.29	59600780.12	43476618.66	45942827.21	58894178.76	59666051.67	60959785.53	69153725.4	64029930.39	145720838.94	60238792.49	54752916.28	42865700.62	47799209.28	65929162.34	63788500.65	52612237.32	50336953.78	49191370.09	49191370.09	86460974.67
-4	50785040.73	70276132.77	63123013.73	63154503.58	36708198.42	33294131.84	49315237.32	55123333.06	55134728.68	59639144.46	56840454.87	143095988.23	56179555.25	37084408.0	30825485.72	31065095.24	56856829.88	38205004.75	58023452.99	63585010.53	47423680.18	47423680.18	91707690.29
-3	39089823.74	41964867.43	36636125.76	49107512.74	39369085.72	34348200.1	40149908.19	35062115.19	36885334.95	50376965.49	61499811.03	123243221.09	56150136.42	35186842.68	18734301.84	22832259.01	29913347.65	43583875.5	64588301.64	80529122.84	70387111.47	70387111.47	96053081.62
-2	47828194.68	49908554.19	41444406.17	51719242.49	37616930.49	36168121.03	42657030.7	40233437.59	48814606.44	36221096.89	33618146.99	120143900.16	37431439.96	36207376.18	24470557.09	25927167.79	43372746.13	38770853.69	39814904.8	50301229.62	47903242.05	47903242.05	87206619.97
-1	18835207.2	8615129.57	16269378.24	25278936.67	13563098.09	24644917.45	68869078.35	126476308.03	75687212.62	33100389.38	40712180.85	86137314.93	26243487.06	22550251.31	8572009.66	7157414.77	12936019.5	19419572.22	24185514.2	17812634.52	47965759.85	47965759.85	285667922.91
1	10207948.93	23151498.17	44511083.54	45964011.62	39667656.22	33498241.85	57622341.41	32766980.04	26211548.39	55788867.95	26784680.64	56339375.95	30109206.69	14455225.91	6403157.55	6735860.48	29177872.47	10180215.61	24221753.51	81228761.69	111889658.2	111889658.2	106847226.18
2	23803350.73	13786750.04	19813459.11	42749324.06	30335244.64	32110680.6	46742937.41	48179303.35	57849808.23	50173975.8	58434930.88	107724195.77	136786431.61	15739106.27	10897724.43	14033003.73	20425431.08	31396670.33	26478351.17	29402927.67	50135359.86	50135359.86	46865546.45
3	12655903.64	12280881.87	15016047.54	53389678.36	16914082.85	22674546.2	88381166.88	114202633.74	51002574.24	76805985.13	46401969.72	54370737.51	91648249.64	26376150.22	7359386.45	8858230.54	13079213.41	9591216.63	8245927.22	10160530.94	12135460.9	12135460.9	25000866.23
4	30276960.33	36160256.54	29279072.02	42832391.38	33093494.96	29781455.81	39258093.97	44693907.01	28505095.09	60121038.34	38442850.63	37591055.42	76709744.7	34277073.9	21221267.03	33884737.03	30739365.35	20411653.38	22276993.39	35904799.04	23253529.83	23253529.83	40743864.19
5	84450459.41	47420412.56	69179080.49	74775129.32	45731947.93	60637244.35	74305921.56	72276271.26	79371772.39	88913255.9	100105250.81	99586875.16	82318794.23	72597095.17	23126796.11	31443538.75	39231372.86	34762211.45	27558553.26	21929869.95	18029694.79	18029694.79	20921059.98
