	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	483540053.67	537983304.92	447358793.92	417265488.29	403452262.15	340804929.6	387900575.45	435752012.16	479874748.6	425183673.45	461051975.25	762791875.18	513057127.64	425364699.39	440861236.57	451341344.32	456592369.12	481959072.44	420341121.04	384889045.04	411833534.16	411833534.16	475319732.65
-4	475925216.51	538618877.97	476919836.74	418170501.33	322977581.74	317108401.2	341717153.47	477661150.04	450100895.28	420301856.21	514716569.77	718317266.71	498431455.5	393633982.64	373405641.64	437583012.65	445011806.01	401685388.6	382673867.83	551650060.99	375080627.21	375080627.21	531097569.61
-3	440938479.25	390907802.57	361431601.1	349269407.73	374176675.56	347941483.39	362195688.98	338578615.8	378454799.61	369806024.56	384450186.04	602547768.76	375745102.38	390472035.74	360872583.13	351905344.39	369000239.9	451394915.48	366901116.15	355897383.68	339721443.19	339721443.19	413150721.92
-2	374209688.66	480344580.49	382705582.6	433626768.94	413527842.21	399958862.14	412598832.96	444808881.99	449600190.79	359972886.4	391185765.66	680335518.4	422515577.4	455644236.36	401216937.69	454305153.28	420194065.76	501766716.13	378514021.98	410080088.91	298653778.78	298653778.78	411349878.49
-1	372093327.12	347385653.63	350727321.82	323995809.25	309028343.96	290664782.76	299216714.3	332647341.83	330459586.99	307768166.35	392370047.16	875120798.15	282346920.18	385161536.1	180628389.28	201807479.09	269253568.27	308879155.41	401621363.36	313631138.13	305649571.24	305649571.24	476532038.64
1	129268565.64	218163176.18	347627519.25	334354418.77	258627264.23	328381366.87	483548718.74	608136985.75	537062581.52	541315470.52	492289529.9	794588381.53	466274458.18	441835874.82	184622081.0	294970017.89	330542279.01	191990617.9	94615318.75	164352157.76	112669097.22	112669097.22	347040245.93
2	383595411.72	319409509.35	340374239.37	320266881.73	391413879.86	371727701.05	302708985.88	321024756.16	340871606.19	374458502.35	384066604.72	693828469.42	439955438.13	304494644.95	474818706.6	555769560.61	393140100.53	449953403.85	210221544.07	261850482.38	171088055.18	171088055.18	302199234.32
3	295141397.06	332915362.59	301704292.44	444735009.88	371159514.7	397852303.05	453731998.91	660236437.04	495601192.9	517493511.47	457778598.89	551516081.13	388668787.86	417825411.6	314664951.65	463976373.18	377285522.83	385481986.08	209027895.11	184621985.97	100360841.91	100360841.91	201903250.67
4	282128411.31	391899328.2	340237051.96	381328997.96	356707461.47	326784371.25	319754924.11	339140844.7	335335643.37	436830253.61	391030262.15	418263855.14	378080551.49	427856949.76	462786934.62	487739172.68	428601287.45	365697748.97	297564969.37	344356024.0	204722540.43	204722540.43	342843351.61
5	630028597.86	568958940.96	512923584.57	561461469.78	529223415.78	519130700.03	454392919.44	492740644.43	524760869.84	506515884.76	527153798.55	784559462.4	516761528.63	515414741.1	567290386.98	612206525.85	467937841.71	504281067.95	409447321.97	413834617.49	298114361.69	298114361.69	357546862.63
