	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	132387717.48	142134799.14	117521367.7	96040854.93	114889258.81	115094386.74	93130950.77	101543724.51	99256249.72	99121062.0	114047626.67	167431598.79	128032419.56	121416059.36	120020945.47	111984730.14	104160471.83	125583101.49	142878092.89	121184434.63	146963349.9	146963349.9	163770980.26
-4	131299866.85	137060594.21	128477925.44	100013585.62	109466707.4	97830514.55	90841064.79	104570950.85	93927764.37	101409239.31	114134406.22	184597448.17	128183363.47	107010726.32	94465502.01	108897712.71	122669621.96	107838829.18	155829192.96	176653931.65	158557748.44	158557748.44	173617698.6
-3	112844528.34	116377262.18	108934437.09	91505673.84	115607957.02	108472826.36	80044799.07	74421390.28	74761389.82	80894226.46	88506144.55	129712895.93	100487756.34	102905665.26	79817658.08	81861020.15	107145678.53	124864417.26	159878372.68	186689941.46	179154748.97	179154748.97	199798309.09
-2	133147462.41	124997544.75	118029765.34	90488402.88	119982696.93	113928400.44	95873889.01	92862782.56	91344676.43	80416999.25	64699440.37	155595034.17	71210098.94	101874842.11	70496193.94	90341986.41	120693244.59	121267776.55	133122189.38	153098336.49	123584864.71	123584864.71	167681371.3
-1	71722227.37	42299915.6	64921281.98	54311487.8	52267050.09	77341922.01	111280474.86	151182097.03	86240996.45	67760551.76	86239526.08	240003385.11	54177264.92	112606378.06	40097306.07	39584858.3	70668600.39	91489037.01	131589516.91	110341235.22	116431228.1	116431228.1	339495501.62
1	39888233.98	31209803.54	61855108.9	59450157.28	52283363.06	67204561.19	132666141.19	143658116.0	95441132.79	94029550.29	160074254.0	217616293.46	89418042.84	146316159.03	55975913.45	61323538.81	90597709.89	44674627.03	30594495.47	53683675.9	74099244.34	74099244.34	175409856.25
2	80694515.31	42282685.96	71300178.17	67347290.25	76741360.69	82224147.99	89122102.97	82886511.74	100521455.55	89339693.5	95585493.4	124197516.74	149132346.86	84697363.45	70033365.08	91012070.85	91702280.63	91302041.01	77869071.66	103597341.47	157696895.6	157696895.6	174067438.87
3	81697525.99	39452093.19	43021969.74	40710542.44	39499461.28	52620140.81	122680949.74	180766343.09	131524327.04	105638513.51	154805860.94	83369916.83	80083946.63	64011068.04	43804729.77	64881898.76	44062087.44	43265209.86	29220446.18	20594215.06	25622972.56	25622972.56	30800194.51
4	78757616.05	84647296.18	74835777.2	65005102.87	81278497.24	71386259.98	71213004.61	67049376.85	67772227.86	74113591.99	92761060.52	81064789.79	108007925.31	93488550.48	86113698.75	103403712.9	89431298.07	78104319.47	79529816.3	75476761.7	46990773.77	46990773.77	95522974.44
5	12979552.23	10137463.98	8865814.26	13128516.95	7931057.9	8361895.46	6805368.87	6961737.63	7989680.23	8328084.21	16678489.57	19537368.52	17636409.14	8188181.13	5230917.0	7209506.95	6779908.95	7118531.24	5300733.93	5422281.52	4424103.16	4424103.16	6408503.17
