	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	4140159.4	4723455.97	4096366.0	5643157.99	3346189.21	2824268.19	3429381.0	3350539.86	3706214.44	2753148.86	3821490.66	7132578.71	5118549.25	3425315.57	4250211.02	4236816.77	2824770.7	2695150.99	2335945.0	1883733.8	2175426.63	2175426.63	2712986.1
-4	3699426.23	4984588.07	3847563.62	5104626.21	3048857.82	2441260.53	3148913.67	2970591.53	3154575.56	2834350.71	3492553.92	5322695.98	4221323.02	3461214.19	4038160.95	4142850.21	3074986.51	2543966.44	2206660.05	2514634.35	1710627.33	1710627.33	2986160.5
-3	4076306.15	4312819.9	3116632.21	4230716.34	3448259.76	2685106.73	3368633.14	2938181.06	2774639.51	2509621.9	3612622.94	5273060.42	4411463.62	3627839.92	3157239.77	3448823.52	2618471.25	3182548.11	2381898.83	2196410.04	2297604.6	2297604.6	3879460.31
-2	2910622.56	4209689.39	3431580.31	4611080.7	3446237.77	2866933.69	3123085.92	3228668.26	2525307.88	2314311.56	3130489.36	5376645.33	3490705.36	3685982.68	3110818.51	4380013.22	3305836.76	3198026.76	1846826.77	2248012.9	1858357.67	1858357.67	2607781.36
-1	3815581.02	3695127.32	6009998.27	5260097.53	7236382.46	3215472.15	2360904.97	1926264.93	1606971.3	1863747.66	2148009.88	3335682.28	1952248.43	3175742.18	2159516.95	2313480.57	4190198.46	4836424.83	3980766.88	4158947.81	851347.38	851347.38	1613786.72
1	1713820.65	1867457.62	5376134.13	3757423.64	3453732.29	3398969.77	8894300.48	6967911.93	2438285.24	2822279.08	1813608.52	2766432.84	2421432.17	1760814.78	2766237.27	3799718.35	2304257.75	1914062.72	1012183.54	855961.0	662875.98	662875.98	1126587.53
2	2929714.05	3257269.4	3089232.79	5352460.03	4818739.4	3618583.55	2785908.46	2953278.86	2462443.99	2502495.01	3691577.56	5961050.65	5269693.12	3923340.49	6944087.47	10546817.47	3703566.16	3230733.15	1325472.29	1090667.67	886446.4	886446.4	1615398.87
3	3143370.45	3373321.01	2921883.45	5053282.08	3619833.41	3455145.9	3099949.75	3449433.03	3783239.15	2786602.86	3816873.25	4925740.87	3310986.38	4536882.25	6244563.66	8861220.71	4207078.68	3106751.01	1396834.77	1686588.0	962365.3	962365.3	1410082.76
4	4663142.82	4289316.11	3807824.34	5246816.52	3875995.86	3308850.51	3757642.09	3626443.81	4271052.69	4237080.08	3876357.15	5366675.94	4888743.06	3829065.7	4751513.64	6640463.58	3655066.47	2842761.86	1446650.76	1342268.25	1011217.97	1011217.97	1401653.61
5	12620414.93	9428297.32	10869664.07	13692428.42	12100211.05	11498812.4	9884274.96	9473243.26	12062543.03	11297805.43	12415207.68	13750754.11	12885733.29	12379431.93	20996423.86	23549699.64	10261913.02	10130441.51	6878939.68	5758390.97	5246608.22	5246608.22	6947443.55
