	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	20345638.15	21573480.81	18108986.72	14858096.59	12855805.2	14350563.32	14145318.16	14592261.73	16303711.02	16430729.77	16895220.09	29861572.03	9256781.38	16313395.08	17258663.27	18589847.22	17872321.1	18561902.62	16075439.8	15989993.92	14812470.72	14812470.72	15717355.25
-4	19905266.84	23293754.91	20318351.06	14649320.89	12842977.64	10613930.15	13782064.59	13372242.46	16300120.17	15408090.07	9465420.36	33515860.13	9455248.72	14191720.65	14502571.62	19068905.32	18546259.97	14743797.62	17855506.57	22913099.97	14350685.65	14350685.65	18044761.67
-3	19111479.11	18467981.0	14610086.74	15719648.32	16790723.96	16881124.42	11618506.99	6983157.57	12485826.8	14000852.08	12107137.37	26713188.18	10754860.72	12666096.93	10793271.49	11223371.62	13798830.6	17463769.69	18324308.21	22476626.11	15979635.07	15979635.07	21180936.63
-2	17092363.14	23494158.6	15315242.41	15885268.16	19293395.52	15874650.84	12162268.34	7694685.35	11228909.06	9822626.36	9454209.07	31164340.16	6985420.5	14282426.0	13687339.67	15711300.85	17156170.88	18202997.38	13963560.22	18531577.53	13212470.17	13212470.17	17227192.02
-1	5343929.16	3324260.3	7894947.7	8563664.8	5740217.33	10433682.47	15286796.98	26342929.26	29854825.71	12706648.12	19485769.03	35459773.95	10176849.28	15564732.73	4842444.11	4872300.08	7005421.69	9356772.32	6561311.02	5197460.61	7981673.07	7981673.07	25117229.81
1	2027146.9	10152487.54	24472123.5	15585165.08	15671508.9	15373134.5	18075966.73	8372294.4	9824516.16	16509453.82	11934949.26	31143598.36	15834339.68	9353727.31	2956631.14	4171850.14	12312063.63	5286263.08	10516413.16	19927517.44	22336681.42	22336681.42	23153362.9
2	8499271.04	3991783.01	10809992.11	12176835.71	9002584.14	12085173.44	16478505.38	16678674.2	17455893.39	14914009.2	20392865.84	28492029.81	30737594.76	8533364.81	7378090.55	8440052.34	8636122.86	9544316.05	7462018.43	12602139.02	14625153.33	14625153.33	32514446.85
3	13335294.49	7168732.22	6572354.07	14766294.07	6390211.15	9527910.34	17640195.75	18016655.77	24252856.14	18655475.95	21987432.43	15068049.96	20422319.27	9643175.89	2885811.27	4456958.62	8184719.1	5286039.74	5489712.85	4846027.4	3408178.1	3408178.1	6969873.44
4	15811978.8	18034401.22	12120118.76	13669137.32	12199190.09	13203411.96	11907322.58	7236660.11	10522759.78	14354175.17	15006764.17	12458260.87	14997565.48	14768139.93	10834705.55	14123056.88	12676796.08	10015772.53	12678210.05	16687193.15	8344162.97	8344162.97	8937878.83
5	46359557.94	28182773.76	20092779.93	14993448.22	18917807.97	16931970.88	13202418.22	10844979.18	13012993.88	16011911.83	9869518.38	18193600.72	10617776.73	17716085.08	17389415.15	17303807.29	14146994.57	15357981.22	14646103.16	13722944.12	9916941.57	9916941.57	10647744.34
