	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	10787600.01	10373817.89	9801793.54	10264041.42	9328307.62	8336708.48	6862634.23	6725778.14	6756659.71	6838046.87	8111989.61	16782668.07	12191795.83	9364202.41	11089432.43	10991730.38	9108046.33	9285586.58	11850699.6	10164367.23	12328870.23	12328870.23	15316070.79
-4	10099318.09	10330220.79	8900949.07	10035338.74	8097592.93	6550634.85	6072802.34	6298207.51	6221096.78	6377344.88	7809455.9	18490143.9	10130733.26	7829284.82	7346050.09	8498914.3	9122877.15	8404883.13	11983730.92	13724552.27	11816925.39	11816925.39	18310933.0
-3	10695849.75	10649444.88	8537571.57	8650332.15	11115778.05	8540715.49	5282725.69	4619318.46	4873182.97	5204450.88	5792944.86	11039732.18	6846963.61	7958746.53	7567014.83	8019203.58	9649148.47	11968639.63	14324882.75	15634744.87	15446623.23	15446623.23	15868775.02
-2	12893059.82	9814646.5	8869880.48	10669568.1	10887514.19	8012896.25	7024917.94	5759490.07	5701336.69	4719955.05	4322586.55	12334154.97	5093462.61	6627794.31	5978126.37	7126644.37	9448262.49	9363849.96	12302247.66	11777488.74	15600839.05	15600839.05	11888553.41
-1	4309457.95	3128719.49	4831867.17	5500090.46	4604683.88	7247301.07	7901524.68	11139802.13	6909375.6	5063398.52	4499117.87	16715445.12	6088616.12	8096488.09	3244677.62	3906723.23	7311882.39	8271486.87	12194887.04	8952582.24	14420133.18	14420133.18	27196502.3
1	2804070.0	3869200.16	8457428.1	7743301.55	7058443.12	7992326.82	12614666.62	8913437.4	4812529.44	5332527.98	7915398.67	12335067.05	7764324.66	8490130.54	3372316.78	5631542.58	7688919.69	3643785.32	2749839.82	5212608.18	7380790.88	7380790.88	20241875.91
2	6711726.91	4304758.86	7192715.59	8594823.43	8740058.95	8232415.31	7478158.56	6377460.38	6531293.22	5815815.92	7453993.08	9330469.97	10791652.73	6105972.53	4927151.1	7447239.37	7189336.38	8995823.85	5642966.58	5796958.17	9789267.89	9789267.89	18363879.16
3	8057930.88	3348005.9	3753106.9	7231353.31	3660387.99	4294097.78	10244035.3	14238942.11	11310103.19	8468839.65	7581977.47	5396882.01	10940405.12	5158982.76	2562602.28	3290654.65	3434039.58	3187760.73	1899358.73	1493906.64	1608347.01	1608347.01	3110730.54
4	7514282.51	7005885.54	6205070.23	7296314.87	6592478.57	6194813.9	5861630.26	5491854.92	5313314.85	6081928.46	8972418.1	6979356.0	17164210.01	6873484.94	5994884.73	7331076.54	6844239.24	6026903.16	4536663.58	3999733.39	2749708.65	2749708.65	5999301.08
5	11336765.88	8500041.94	10428075.18	11759816.65	11275861.32	9529920.62	8130645.14	7468209.8	9585080.95	9047250.96	9836827.4	11833393.04	11222678.07	8239498.42	9167974.88	9847760.95	8739082.92	9575272.2	8793662.25	8077919.42	5601323.47	5601323.47	7233253.09
