	P	G	A	C	S	T	V	I	L	M	F	Y	W	H	K	R	Q	N	D	E	s	t	y
-5	63713619.52	60500412.46	56399572.69	43757018.1	49512243.01	42202192.97	46494508.26	45852526.9	54576260.77	50318064.41	53240902.0	68721049.94	46534334.09	49407842.89	55145450.62	56589648.62	58808845.61	61535972.23	59544128.63	55039057.26	52856319.64	52856319.64	56135350.21
-4	63666062.2	66761135.31	51854319.61	50070668.08	39891644.94	36257391.24	36952047.3	42268470.94	44255029.11	47925991.71	42807956.74	81648423.04	38914732.58	43331092.97	44934157.16	49398436.23	62867210.98	51531554.78	65694282.86	71560510.5	54451498.39	54451498.39	61288722.92
-3	44075469.78	37217601.04	38534539.92	37750887.19	42015528.79	35333399.73	30768390.1	24695867.14	27365516.19	31281758.45	43693268.89	70992966.59	38357510.4	33561714.02	26106617.48	31984197.77	42050508.9	53929118.1	57530164.68	60758035.27	48445749.45	48445749.45	56788563.77
-2	51456663.78	44115379.66	39165698.4	46800661.95	43996549.82	38356048.18	32347689.01	27770878.23	29832197.5	26503752.06	20835166.25	61305593.82	18418963.42	34037073.34	29580316.0	30252376.3	48599245.59	47535238.73	53270139.93	56038198.17	44576874.14	44576874.14	47464164.82
-1	10371284.82	6072380.25	10793438.34	14410223.04	9837706.98	22729736.02	34082860.01	68056839.3	69057353.46	25782629.48	23395793.72	28906492.42	10389675.84	13318425.38	5830376.74	6184566.28	13516516.6	11756196.24	15052857.73	16821344.32	45805306.61	45805306.61	187177443.22
1	3988595.08	19439816.2	41744736.26	28878797.93	33219814.28	33553924.85	41948097.2	38696311.68	17200814.92	30893985.01	12153932.68	25795315.41	30742085.62	10859977.99	6052568.05	8008927.59	30275602.52	10594281.99	19767297.84	44548474.51	55399826.49	55399826.49	30987784.67
2	19366458.23	13437106.77	22443614.32	23850796.15	28146866.42	30064739.88	31564878.49	24003006.53	22276810.13	21738603.18	22649719.38	38245686.47	24629699.79	13550801.14	17052009.3	20395826.16	22626814.39	20401758.88	16899519.27	28278604.27	57104185.38	57104185.38	55286051.14
3	13484871.11	18940031.17	20088049.36	22673975.17	20527776.16	16680637.26	29399171.98	29714833.73	26130529.36	27260155.27	36186108.66	36852564.48	36291770.06	48279762.23	15151699.18	34846926.54	25935660.37	13235932.72	7668679.49	6917760.64	7019650.1	7019650.1	11949401.11
4	23542398.09	23406463.16	17824919.56	20869194.66	19703015.4	19733980.28	18929634.2	15208174.44	17887234.04	22325630.07	18460663.83	21258233.55	36361719.98	23092211.79	18579470.11	26749583.95	25131894.64	16521620.6	15716861.01	20212719.66	15459449.08	15459449.08	17954515.41
5	40521137.68	33606852.97	29236143.62	28527209.33	34365567.23	31731483.21	24522692.66	23776752.52	23715787.22	32231652.46	34609552.1	49415635.51	36208072.67	31540208.04	28453894.4	37516054.56	29667356.97	30816888.81	28114426.95	29813837.98	18764886.01	18764886.01	26714248.76
